species,long_degrees,lat_degrees
mat,163.296472715352,-77.6127135327667
mat,163.036553196241,-77.6138594025893
mat,163.038018134362,-77.6138538352927
mat,163.03915752978,-77.6138494997378
mat,163.041113670854,-77.6138769812942
mat,163.043072719555,-77.6139393738131
mat,163.056094402859,-77.6138893000829
mat,163.040308489926,-77.6139848594656
mat,163.038523765301,-77.6140615279518
mat,163.041453685616,-77.6140503643459
mat,163.23546720845,-77.613241094004
mat,163.257442081093,-77.6131756697873
mat,163.03902652504,-77.6142342946528
mat,163.080208258749,-77.6140744227587
mat,163.057423016015,-77.6141985819899
mat,163.081513436692,-77.6141041907561
mat,163.058242770065,-77.6142652774327
mat,163.078752308786,-77.614184990258
mat,163.07762188233,-77.6142942649055
mat,163.039209519636,-77.6144781501323
mat,163.040837307413,-77.614471947922
mat,163.058905643182,-77.6144024515626
mat,163.289380140284,-77.6134109757169
mat,163.037427601784,-77.6145897364762
mat,163.06037947645,-77.6145015386968
mat,163.257494502234,-77.613699506815
mat,163.040037867581,-77.6146496753086
mat,163.059571475845,-77.6145745488886
mat,163.076500412486,-77.614508308734
mat,163.061202215566,-77.6146031500495
mat,163.072596731932,-77.6145586127664
mat,163.071623040843,-77.6145973735579
mat,163.065440396718,-77.6146565126327
mat,163.060397160608,-77.6147110874729
mat,163.073907911983,-77.6146582664553
mat,163.069681587054,-77.614744734113
mat,163.070658271475,-77.6147409049308
mat,163.061545477743,-77.6148114328587
mat,163.062522169819,-77.6148076327852
mat,163.075219112828,-77.6147579138469
mat,163.039575530134,-77.6149658607318
mat,163.04055224079,-77.6149621392608
mat,163.067740087733,-77.6148920808616
mat,163.073111910923,-77.6148710153208
mat,163.070022019424,-77.6149180815672
mat,163.072141177312,-77.6149447026193
mat,163.041214957523,-77.6150993563465
mat,163.238662770509,-77.6142747593358
mat,163.268611285616,-77.6141372023427
mat,163.071170432316,-77.6150183864663
mat,163.073774978287,-77.615008153344
mat,163.039267292242,-77.6151766505817
mat,163.042197471903,-77.6151654789933
mat,163.260971969689,-77.6142774189017
mat,163.314845822736,-77.6140232020306
mat,163.073135773725,-77.6151504125879
mat,163.23949382261,-77.6144456782964
mat,163.069720240314,-77.6151987551565
mat,163.071836465574,-77.6151904538787
mat,163.040584057205,-77.6153463143592
mat,163.07086272318,-77.6152292119595
mat,163.261966091639,-77.6144475174228
mat,163.041569482818,-77.6154473642762
mat,163.070223474404,-77.6153714643859
mat,163.072665305709,-77.6153618800311
mat,163.240002804265,-77.6146529965369
mat,163.262956730178,-77.614582689925
mat,163.071531741917,-77.6154362048009
mat,163.069255657397,-77.6154800661165
mat,163.040447296148,-77.6156612599647
mat,163.263947390029,-77.614717858833
mat,163.071221050898,-77.6156121060255
mat,163.263140563105,-77.6147914711153
mat,163.039153608407,-77.6157709957237
mat,163.041758336096,-77.6157610680597
mat,163.039976258944,-77.6158726710474
mat,163.04177571148,-77.6159706180444
mat,163.04081049585,-77.6161140439246
mat,163.0427727906,-77.6162113636122
mat,163.041150566965,-77.6162874273727
mat,163.336134105945,-77.6151427008015
mat,163.268433829038,-77.6156054530885
mat,163.269099063197,-77.6157421159437
mat,163.06349274924,-77.6166554759443
mat,163.061888305962,-77.6169412115155
mat,163.270111063884,-77.6160867964301
mat,163.199303545059,-77.6164769349448
mat,163.046270140146,-77.6171412568228
mat,163.270935597586,-77.6161877750415
mat,163.278912200799,-77.616150521096
mat,163.272078651339,-77.6162173896024
mat,163.251245026395,-77.6163486163022
mat,163.043025475447,-77.6172934162711
mat,163.047915749148,-77.6173445621156
mat,163.272591779946,-77.616459569353
mat,163.04874148927,-77.6174811359694
mat,163.343089919452,-77.6162266332998
mat,163.33414787591,-77.6163753019046
mat,163.180318600133,-77.6172234936831
mat,163.046002673406,-77.6178410036301
mat,163.154965441298,-77.6178210493826
mat,163.305902523328,-77.6172805468844
mat,163.33407038379,-77.6171792911281
mat,163.336837934001,-77.6171657527536
mat,163.049962943388,-77.6184546532495
mat,163.253653049393,-77.6176302938565
mat,163.276445982484,-77.6175246782594
mat,163.333263810224,-77.6172531106151
mat,163.335091705382,-77.6175935734939
mat,163.331687656111,-77.6177499574172
mat,163.337234160103,-77.6178276651823
mat,163.255995212512,-77.6182484228322
mat,163.331051238699,-77.6178928191834
mat,163.329763572347,-77.6180388521723
mat,163.328794108616,-77.6181134513924
mat,163.282081151051,-77.6184765620611
mat,163.282123927258,-77.618895627968
mat,163.283263685776,-77.6188902735459
mat,163.28523899601,-77.6190906161806
mat,163.256747804204,-77.6192581781952
mat,163.071285569777,-77.6201885172731
mat,163.073417559134,-77.6203548271764
mat,163.288697732139,-77.6194586424509
mat,163.313451253472,-77.6193756310931
mat,163.260237288839,-77.6199408672715
mat,163.261377151453,-77.6199356041973
mat,163.25894158884,-77.6200167213094
mat,163.283855672244,-77.6199007193354
mat,163.293629371749,-77.619889529971
mat,163.294609980554,-77.6199198215941
mat,163.262538076977,-77.620139870854
mat,163.284362035616,-77.6200730327262
mat,163.264063390432,-77.620726771556
mat,163.264891697547,-77.6208626908386
mat,163.265720022588,-77.6209986076101
mat,163.296180017708,-77.6209256068139
mat,163.069808774487,-77.6219760610244
mat,163.102057599157,-77.6218478368897
mat,163.214763614215,-77.6214047177341
mat,163.069018186453,-77.622258647441
mat,163.294269028022,-77.6213539393697
mat,163.206989985269,-77.6218933782576
mat,163.182074554846,-77.6220372912544
mat,163.064647117749,-77.6225901476915
mat,163.287464952672,-77.6217354910691
mat,163.061741802902,-77.6229158833871
mat,163.271525872254,-77.6220197992935
mat,163.060770380729,-77.6229895302806
mat,163.121363599889,-77.6227474855332
mat,163.128048015129,-77.6227898343691
mat,163.222190827697,-77.6223847857035
mat,163.058172998406,-77.6231044138296
mat,163.112580333579,-77.6229231519023
mat,163.115023600246,-77.6229131886889
mat,163.122027609817,-77.6228845063638
mat,163.116335988913,-77.6230126386097
mat,163.275792258683,-77.6223143519668
mat,163.109823640524,-77.6230741141819
mat,163.056727564405,-77.6233545632386
mat,163.118462831929,-77.6231087484729
mat,163.276783666553,-77.622449474341
mat,163.117657724244,-77.6232168547517
mat,163.054784581993,-77.623501817911
mat,163.290638238129,-77.6224891712303
mat,163.34568673103,-77.6222234811203
mat,163.109682358896,-77.6233192458363
mat,163.226469824057,-77.622819800356
mat,163.055604929345,-77.6235685213056
mat,163.277452906964,-77.622621039119
mat,163.054147662106,-77.6236789576179
mat,163.110349359972,-77.6234912193212
mat,163.278444356912,-77.6227561554677
mat,163.111981372642,-77.6235195171497
mat,163.186421335821,-77.6232063249574
mat,163.053513654659,-77.6238910207266
mat,163.300453730576,-77.6228618802665
mat,163.265283251715,-77.6231318914442
mat,163.26626052332,-77.6231273624761
mat,163.054342818908,-77.6240625025691
mat,163.185636593823,-77.623524171726
mat,163.053211290918,-77.6241716761752
mat,163.054031673675,-77.6242383842963
mat,163.052571386954,-77.6243138873231
mat,163.268731929321,-77.623395403482
mat,163.187295198284,-77.6238314066314
mat,163.296606077932,-77.6234741380577
mat,163.188139402845,-77.6241421753819
mat,163.272531298114,-77.6239018105349
mat,163.188644623095,-77.6243146660446
mat,163.273352822575,-77.6239678595921
mat,163.274829460789,-77.6240657883126
mat,163.049397922829,-77.6253392449781
mat,163.284149888855,-77.6243715189236
mat,163.246541747637,-77.6247553598581
mat,163.275211993903,-77.6246230237932
mat,163.258447459576,-77.6248405255201
mat,163.287610047728,-77.6247395590695
mat,163.048947099985,-77.6257951461582
mat,163.275891976123,-77.6248993591887
mat,163.199013915868,-77.6253873593405
mat,163.27738651048,-77.6251718853432
mat,163.20359217995,-77.6255419164227
mat,163.288796939618,-77.6251881688116
mat,163.202787650073,-77.6256502734959
mat,163.284405672722,-77.6252787287153
mat,163.203293132237,-77.6258227370761
mat,163.271730834577,-77.6256524771795
mat,163.285744681736,-77.6256218193259
mat,163.203964897105,-77.6260294049574
mat,163.288354818767,-77.6256444611933
mat,163.282823009517,-77.6257403713346
mat,163.283963389094,-77.6257350139917
mat,163.28478509363,-77.6258010286751
mat,163.204310839073,-77.6262375077469
mat,163.287235934926,-77.6258593694853
mat,163.288213410842,-77.6258547619814
mat,163.283007336163,-77.6259491392447
mat,163.285939787381,-77.6259353516252
mat,163.284647197989,-77.6260462497545
mat,163.288071998179,-77.6260650626984
mat,163.204826421571,-77.6265147379637
mat,163.286290663632,-77.626178272539
mat,163.205169038235,-77.626687916521
mat,163.287608326757,-77.6263118213293
mat,163.263829037906,-77.6264927366342
mat,163.206485890658,-77.626821856384
mat,163.286319291955,-77.6264576494701
mat,163.300167464988,-77.626392096807
mat,163.20551501831,-77.6268960177922
mat,163.286985295809,-77.626594268807
mat,163.28812575117,-77.6265888940917
mat,163.207154402984,-77.6269935933024
mat,163.264505352802,-77.6267341779788
mat,163.285037377398,-77.6266733157977
mat,163.263371903964,-77.6268092989392
mat,163.02450483696,-77.62784430658
mat,163.206349810823,-77.6271019608715
mat,163.270055406852,-77.6268132503346
mat,163.276083660336,-77.6267851606996
mat,163.286184997385,-77.6267377934496
mat,163.288147253622,-77.6267984266495
mat,163.287013940538,-77.6268736456705
mat,163.263230064426,-77.6270195867896
mat,163.285065978958,-77.6269526928663
mat,163.042775771728,-77.6280197437978
mat,163.270409534798,-77.6270911139717
mat,163.281977495122,-77.6270370799903
mat,163.286213624632,-77.6270171703988
mat,163.287846484657,-77.6270444174749
mat,163.208837535549,-77.6275451593068
mat,163.263584047119,-77.6272974592727
mat,163.285416866736,-77.6271956149133
mat,163.286883237407,-77.6271887121069
mat,163.28151010253,-77.6272489061081
mat,163.280387396115,-77.627428864189
mat,163.287393518167,-77.6273959420456
mat,163.209027386071,-77.6278238231803
mat,163.284142006989,-77.6274811213074
mat,163.286423080304,-77.6274703908497
mat,163.209848832597,-77.6278900631757
mat,163.037610307939,-77.6286333197066
mat,163.285293272301,-77.6275805248535
mat,163.287418591785,-77.6276403967726
mat,163.209050934436,-77.6280682848837
mat,163.285799965187,-77.6277528356396
mat,163.286791910276,-77.627887921722
mat,163.287932483248,-77.6278825478133
mat,163.209722914266,-77.6282749386287
mat,163.036667148501,-77.6290561315255
mat,163.208914898326,-77.628348390664
mat,163.287305799783,-77.6281300739439
mat,163.288283452489,-77.6281254661894
mat,163.261564198911,-77.6282850751985
mat,163.209423938599,-77.6285557660254
mat,163.210401652195,-77.6285514368926
mat,163.266799601809,-77.6284704854744
mat,163.288960325653,-77.6283668470034
mat,163.287986238199,-77.6284063792771
mat,163.209949829715,-77.6289377558945
mat,163.288655949306,-77.628577916652
mat,163.289477864619,-77.6286439172311
mat,163.030380197241,-77.6299183715702
mat,163.209810437703,-77.6291829390403
mat,163.289336441719,-77.6288542186289
mat,163.210631977308,-77.6292491766859
mat,163.029410913988,-77.6300268321007
mat,163.178864020757,-77.6294928801308
mat,163.240144909421,-77.6292915255083
mat,163.210000334597,-77.6294616022583
mat,163.289528099004,-77.6291328263301
mat,163.029433832755,-77.6303062333072
mat,163.210991598113,-77.629596963379
mat,163.210186872197,-77.6297053422587
mat,163.294927224995,-77.6293169287142
mat,163.299330675473,-77.6293309655281
mat,163.211015188061,-77.6298414249324
mat,163.249808210665,-77.6297366393504
mat,163.290874843497,-77.6295457360169
mat,163.023923691772,-77.6307112272705
mat,163.210210446676,-77.6299498038827
mat,163.025556446701,-77.6307400413895
mat,163.259107712395,-77.6297987662577
mat,163.021324374638,-77.6308257604809
mat,163.182026161737,-77.6301779740731
mat,163.022468162247,-77.6308564198244
mat,163.211364723082,-77.630084441905
mat,163.020026117712,-77.6309004804419
mat,163.257814488191,-77.6299095374593
mat,163.290899989214,-77.6297901904476
mat,163.019053832959,-77.6309739789963
mat,163.258636328413,-77.6299756307875
mat,163.021012599045,-77.6310016046284
mat,163.210403732515,-77.6302633899196
mat,163.255383954203,-77.6300604678724
mat,163.289444081621,-77.6299018810511
mat,163.182538122845,-77.6304203229409
mat,163.211547924765,-77.6302932579076
mat,163.291729184994,-77.629926028383
mat,163.290269678391,-77.6300028013339
mat,163.292399028342,-77.6300975565967
mat,163.10888872491,-77.6309386918019
mat,163.289469200185,-77.6301463356172
mat,163.291265442839,-77.6301727932622
mat,163.015336055555,-77.6313721090822
mat,163.253459716784,-77.6303837474164
mat,163.210926354979,-77.6306104548508
mat,163.302517467925,-77.6301892737982
mat,163.010125697549,-77.631461286044
mat,163.012081703135,-77.6314540503214
mat,163.254281565124,-77.6304498538399
mat,163.293231859583,-77.6302683120177
mat,163.009316312931,-77.6315341475207
mat,163.013554347799,-77.6315184649802
mat,163.289653702091,-77.6303550990837
mat,163.211591757956,-77.6307472578607
mat,163.007368704624,-77.6316461396006
mat,163.288690221527,-77.630499400107
mat,163.293090481282,-77.6304786153729
mat,163.005418263152,-77.6317231924027
mat,163.006396287992,-77.631719593133
mat,163.183409000647,-77.6310104938214
mat,163.290812459204,-77.6305243235488
mat,163.210467736833,-77.6309269285804
mat,163.253657578832,-77.6307322253345
mat,163.002824150071,-77.6319074004913
mat,163.004617222866,-77.6319008161725
mat,163.028905022,-77.6318104699625
mat,163.21162210587,-77.6310615655217
mat,163.292623148097,-77.6306904605275
mat,163.209832639784,-77.6311044306933
mat,163.210813921631,-77.6311350231811
mat,163.001202442381,-77.6320181523656
mat,163.006255689706,-77.6319995964032
mat,163.182949674013,-77.6313269213516
mat,163.253196546149,-77.6310138481265
mat,163.254826361951,-77.6310063699648
mat,163.025010034641,-77.6320347193693
