"","SD","species","long_degrees","lat_degrees","presence"
"357",4388,"mat",163.0597595,-77.60328942,0
"358",4700,"mat",163.2413859,-77.59239098,0
"359",1540,"mat",163.2014378,-77.64560576,0
"360",2970,"mat",163.2389433,-77.59565136,0
"361",6576,"mat",163.2628721,-77.61860103,0
"362",6178,"mat",163.154816,-77.63745646,0
"363",6016,"mat",163.3363941,-77.6175872,0
"364",8256,"mat",163.1360438,-77.60130532,0
"365",4936,"mat",163.3227877,-77.59665488,0
"366",1795,"mat",163.2173706,-77.59955682,0
"367",7450,"mat",163.1450349,-77.63753253,0
"368",7068,"mat",163.0387093,-77.64585262,0
"369",4992,"mat",163.1693589,-77.59222049,0
"370",5973,"mat",163.2766454,-77.5970496,0
"371",9932,"mat",163.1927935,-77.64225461,0
"372",4902,"mat",163.110375,-77.63299393,0
"373",5195,"mat",163.1907174,-77.64788864,0
"374",7656,"mat",163.0865376,-77.62889733,0
"375",8115,"mat",163.0117482,-77.6374293,0
"376",3466,"mat",163.2076147,-77.63516704,0
"377",4089,"mat",163.2155992,-77.62835367,0
"378",10906,"mat",163.2654993,-77.61719131,0
"379",8270,"mat",163.3155332,-77.62058849,0
"380",3526,"mat",163.3437723,-77.59976667,0
"381",1348,"mat",163.1309123,-77.63469153,0
"382",5690,"mat",163.3193703,-77.60128344,0
"383",10078,"mat",163.0945945,-77.60164955,0
"384",1247,"mat",163.1989739,-77.62496828,0
"385",9261,"mat",163.0175624,-77.63670901,0
"386",4956,"mat",163.2309526,-77.61535779,0
"387",7301,"mat",163.2463016,-77.58621939,0
"388",9631,"mat",163.3406584,-77.60565187,0
"389",8537,"mat",163.2651923,-77.59312,0
"390",1816,"mat",163.2286385,-77.62333413,0
"391",6149,"mat",163.104977,-77.63836113,0
"392",10012,"mat",163.1760863,-77.61898864,0
"393",10603,"mat",163.3087047,-77.61447199,0
"394",7846,"mat",163.2446369,-77.6433513,0
"395",9210,"mat",163.2335944,-77.63728711,0
"396",3499,"mat",163.3111097,-77.62347478,0
"397",8281,"mat",163.1386351,-77.64790066,0
"398",2352,"mat",163.1036637,-77.6030454,0
"399",2482,"mat",163.1812279,-77.65114403,0
"400",8458,"mat",163.2312163,-77.62968128,0
"401",3830,"mat",163.0257626,-77.60733222,0
"402",4623,"mat",163.0387687,-77.6386905,0
"403",8678,"mat",163.2941018,-77.59127222,0
"404",5492,"mat",163.0704113,-77.59846154,0
"405",8434,"mat",163.018995,-77.61217873,0
"406",5930,"mat",163.2919098,-77.59208622,0
"407",7478,"mat",163.1971792,-77.58734814,0
"408",10482,"mat",163.338342,-77.62669691,0
"409",3459,"mat",163.3250407,-77.62113649,0
"410",5667,"mat",163.2776254,-77.59068615,0
"411",5585,"mat",163.1001544,-77.64847729,0
"412",2522,"mat",163.2165844,-77.65029041,0
"413",8431,"mat",163.2831719,-77.61480285,0
"414",8145,"mat",163.0935055,-77.62841536,0
"415",9230,"mat",163.0653339,-77.61532072,0
"416",6775,"mat",163.037506,-77.64117575,0
"417",9499,"mat",163.0540026,-77.60642105,0
"418",7181,"mat",163.1641574,-77.6361591,0
"419",5475,"mat",163.2976922,-77.59771887,0
"420",4918,"mat",163.1725734,-77.62847182,0
"421",8572,"mat",163.3144271,-77.62869974,0
"422",1695,"mat",163.3433477,-77.62625306,0
"423",5903,"mat",163.0473025,-77.64319965,0
"424",4254,"mat",163.055141,-77.65295168,0
"425",2548,"mat",163.3218331,-77.59375954,0
"426",4611,"mat",163.0898464,-77.63884109,0
"427",7690,"mat",163.226661,-77.63144868,0
"428",8191,"mat",163.0955211,-77.63843411,0
"429",3368,"mat",163.1524462,-77.59746327,0
"430",2739,"mat",163.0568549,-77.60937959,0
"431",1118,"mat",163.3348755,-77.61249345,0
"432",6662,"mat",163.1735451,-77.595277,0
"433",5217,"mat",163.0402136,-77.64430972,0
"434",5132,"mat",163.2453218,-77.62395734,0
"435",7326,"mat",163.1689852,-77.62845225,0
"436",9058,"mat",163.0887296,-77.5959085,0
"437",2449,"mat",163.3270296,-77.60449564,0
"438",10161,"mat",163.0899717,-77.64215956,0
"439",8037,"mat",163.1205479,-77.64647302,0
"440",8165,"mat",163.158677,-77.58919164,0
"441",9182,"mat",163.1496906,-77.63849124,0
"442",1026,"mat",163.0433175,-77.61100381,0
"443",2569,"mat",163.0354732,-77.64422289,0
"444",10599,"mat",163.0391493,-77.60193635,0
"445",6860,"mat",163.2198833,-77.6388859,0
"446",10815,"mat",163.236147,-77.63835867,0
"447",2804,"mat",163.3186864,-77.63199846,0
"448",9606,"mat",163.1577129,-77.62465713,0
"449",3224,"mat",163.0978603,-77.64279182,0
"450",2135,"mat",163.134001,-77.59488541,0
"451",6921,"mat",163.2199888,-77.59804278,0
"452",1820,"mat",163.1565548,-77.65100482,0
"453",1439,"mat",163.0899863,-77.62731145,0
"454",1872,"mat",163.049453,-77.60455204,0
"455",2425,"mat",163.2701761,-77.64089301,0
"456",8515,"mat",163.1999855,-77.59292584,0
"457",5134,"mat",163.335605,-77.61476095,0
"458",3714,"mat",163.1433686,-77.59778099,0
"459",4769,"mat",163.178732,-77.65412448,0
"460",6499,"mat",163.1138202,-77.65526965,0
"461",4130,"mat",163.1007521,-77.63855285,0
"462",2279,"mat",163.2568534,-77.62519725,0
"463",3542,"mat",163.0563121,-77.63778483,0
"464",7026,"mat",163.0108452,-77.63229708,0
"465",2462,"mat",163.264408,-77.62414917,0
"466",3541,"mat",163.3370305,-77.62509611,0
"467",9139,"mat",163.2129011,-77.58525218,0
"468",5184,"mat",163.1861572,-77.65318404,0
"469",3159,"mat",163.077347,-77.62058391,0
"470",1014,"mat",163.1871783,-77.59329638,0
"471",9646,"mat",163.0660966,-77.60703784,0
"472",9620,"mat",163.2417163,-77.62704833,0
"473",7320,"mat",163.3260843,-77.6310193,0
"474",7791,"mat",163.2960241,-77.61309999,0
"475",8290,"mat",163.0937707,-77.60339968,0
"476",1284,"mat",163.1988674,-77.63579949,0
"477",5750,"mat",163.335884,-77.62810652,0
