layer,longitude,lattitude
TRUE,163.168857128254,-77.5884452564999
TRUE,163.190210128254,-77.5884452564999
TRUE,163.145874128254,-77.5885499564999
TRUE,163.154839128254,-77.5885499564999
TRUE,163.209281128254,-77.5885499564999
TRUE,163.240903128254,-77.5886895564999
TRUE,163.241229128254,-77.5888291564999
TRUE,163.143755128254,-77.5888640564999
TRUE,163.188417128254,-77.5889687564999
TRUE,163.122076128254,-77.5890036564999
TRUE,163.122728128254,-77.5890036564999
TRUE,163.243022128254,-77.5890734564999
TRUE,163.155654128254,-77.5891083564999
TRUE,163.154676128254,-77.5895620564999
TRUE,163.247260128254,-77.5896318564999
TRUE,163.160707128254,-77.5896667564999
TRUE,163.159566128254,-77.5897714564999
TRUE,163.243674128254,-77.5898063564999
TRUE,163.161685128254,-77.5898412564999
TRUE,163.163315128254,-77.5899110564999
TRUE,163.162174128254,-77.5899808564999
TRUE,163.162826128254,-77.5899808564999
TRUE,163.123706128254,-77.5900855564999
TRUE,163.123054128254,-77.5902949564999
TRUE,163.117023128254,-77.5903647564999
TRUE,163.123380128254,-77.5903647564999
TRUE,163.140658128254,-77.5907137564999
TRUE,163.122728128254,-77.5907835564999
TRUE,163.143429128254,-77.5909580564999
TRUE,163.261115128254,-77.5912372564999
TRUE,163.124684128254,-77.5914117564999
TRUE,163.226233128254,-77.5914815564999
TRUE,163.102516128254,-77.5921097564999
TRUE,163.158262128254,-77.5925634564999
TRUE,163.105613128254,-77.5926332564999
TRUE,163.090617128254,-77.5926681564999
TRUE,163.092736128254,-77.5928775564999
TRUE,163.093062128254,-77.5929473564999
TRUE,163.092573128254,-77.5929822564999
TRUE,163.093062128254,-77.5930869564999
TRUE,163.096159128254,-77.5932265564999
TRUE,163.090780128254,-77.5934010564999
TRUE,163.095181128254,-77.5935057564999
TRUE,163.094203128254,-77.5935406564999
TRUE,163.173421128254,-77.5935406564999
TRUE,163.244815128254,-77.5935406564999
TRUE,163.095670128254,-77.5938198564999
TRUE,163.096974128254,-77.5938198564999
TRUE,163.120283128254,-77.5939943564999
TRUE,163.093714128254,-77.5940990564999
TRUE,163.094203128254,-77.5942386564999
TRUE,163.092247128254,-77.5944131564999
TRUE,163.094692128254,-77.5944131564999
TRUE,163.098441128254,-77.5944131564999
TRUE,163.098604128254,-77.5945178564999
TRUE,163.098930128254,-77.5945876564999
TRUE,163.091595128254,-77.5946574564999
TRUE,163.095344128254,-77.5947272564999
TRUE,163.078881128254,-77.5947621564999
TRUE,163.076436128254,-77.5948668564999
TRUE,163.079044128254,-77.5949017564999
TRUE,163.260626128254,-77.5950064564999
TRUE,163.098767128254,-77.5952158564999
TRUE,163.102353128254,-77.5953205564999
TRUE,163.098604128254,-77.5953554564999
TRUE,163.080185128254,-77.5953903564999
TRUE,163.074806128254,-77.5954252564999
TRUE,163.100560128254,-77.5955299564999
TRUE,163.078229128254,-77.5955648564999
TRUE,163.080674128254,-77.5957393564999
TRUE,163.102842128254,-77.5958091564999
TRUE,163.104309128254,-77.5958789564999
TRUE,163.097626128254,-77.5959487564999
TRUE,163.104472128254,-77.5959836564999
TRUE,163.098278128254,-77.5960185564999
TRUE,163.098115128254,-77.5961581564999
TRUE,163.243511128254,-77.5961930564999
TRUE,163.244000128254,-77.5962279564999
TRUE,163.251987128254,-77.5962279564999
TRUE,163.074317128254,-77.5962628564999
TRUE,163.243837128254,-77.5963326564999
TRUE,163.080837128254,-77.5964722564999
TRUE,163.092899128254,-77.5966467564999
TRUE,163.104309128254,-77.5966816564999
TRUE,163.093877128254,-77.5967165564999
TRUE,163.093388128254,-77.5968212564999
TRUE,163.103331128254,-77.5971353564999
TRUE,163.078229128254,-77.5971702564999
TRUE,163.078718128254,-77.5973098564999
TRUE,163.269102128254,-77.5975192564999
TRUE,163.317513128254,-77.5975541564999
TRUE,163.105450128254,-77.5977635564999
TRUE,163.106591128254,-77.5979729564999
TRUE,163.108547128254,-77.5980776564999
TRUE,163.099582128254,-77.5981474564999
TRUE,163.315394128254,-77.5981474564999
TRUE,163.047748128254,-77.5983568564999
TRUE,163.266983128254,-77.5984266564999
TRUE,163.110340128254,-77.5984615564999
TRUE,163.308874128254,-77.5984615564999
TRUE,163.063559128254,-77.5984964564999
TRUE,163.147830128254,-77.5984964564999
TRUE,163.268287128254,-77.5984964564999
TRUE,163.092736128254,-77.5985313564999
TRUE,163.267309128254,-77.5985662564999
TRUE,163.267961128254,-77.5985662564999
TRUE,163.266820128254,-77.5986011564999
TRUE,163.093388128254,-77.5986709564999
TRUE,163.267146128254,-77.5986709564999
TRUE,163.267798128254,-77.5986709564999
TRUE,163.224277128254,-77.5987058564999
TRUE,163.266494128254,-77.5987058564999
TRUE,163.235361128254,-77.5987407564999
TRUE,163.266005128254,-77.5987407564999
TRUE,163.268124128254,-77.5987407564999
TRUE,163.244000128254,-77.5987756564999
TRUE,163.265679128254,-77.5988454564999
TRUE,163.266168128254,-77.5988454564999
TRUE,163.266657128254,-77.5988454564999
TRUE,163.110992128254,-77.5988803564999
TRUE,163.098930128254,-77.5989501564999
TRUE,163.265516128254,-77.5989850564999
TRUE,163.183201128254,-77.5990199564999
TRUE,163.186624128254,-77.5990199564999
TRUE,163.187765128254,-77.5992642564999
TRUE,163.099093128254,-77.5993689564999
TRUE,163.189395128254,-77.5993689564999
TRUE,163.089639128254,-77.5994038564999
TRUE,163.265190128254,-77.5994387564999
TRUE,163.220202128254,-77.5994736564999
TRUE,163.112133128254,-77.5995085564999
TRUE,163.264375128254,-77.5995434564999
TRUE,163.103005128254,-77.5996132564999
TRUE,163.103494128254,-77.5997528564999
TRUE,163.060136128254,-77.5997877564999
TRUE,163.096485128254,-77.5997877564999
TRUE,163.103657128254,-77.5998575564999
TRUE,163.100723128254,-77.5998924564999
TRUE,163.036012128254,-77.5999273564999
TRUE,163.036827128254,-77.5999622564999
TRUE,163.100723128254,-77.5999971564999
TRUE,163.223625128254,-77.5999971564999
TRUE,163.096648128254,-77.6000320564999
TRUE,163.036175128254,-77.6000669564999
TRUE,163.101049128254,-77.6001018564999
TRUE,163.037642128254,-77.6002065564999
TRUE,163.116697128254,-77.6003112564999
TRUE,163.101701128254,-77.6003461564999
TRUE,163.074969128254,-77.6004159564999
TRUE,163.040250128254,-77.6004857564999
TRUE,163.102190128254,-77.6005206564999
TRUE,163.102353128254,-77.6007300564999
TRUE,163.217268128254,-77.6007649564999
TRUE,163.190536128254,-77.6007998564999
TRUE,163.216779128254,-77.6007998564999
TRUE,163.102516128254,-77.6008347564999
TRUE,163.120446128254,-77.6011488564999
TRUE,163.080674128254,-77.6012186564999
TRUE,163.187439128254,-77.6012186564999
TRUE,163.181082128254,-77.6013931564999
TRUE,163.157936128254,-77.6014629564999
TRUE,163.026069128254,-77.6015327564999
TRUE,163.073176128254,-77.6015327564999
TRUE,163.044325128254,-77.6016374564999
TRUE,163.183038128254,-77.6016374564999
TRUE,163.183038128254,-77.6017770564999
TRUE,163.163315128254,-77.6024750564999
TRUE,163.122728128254,-77.6025448564999
TRUE,163.166575128254,-77.6026146564999
TRUE,163.224277128254,-77.6027891564999
TRUE,163.183527128254,-77.6028240564999
TRUE,163.268287128254,-77.6029636564999
TRUE,163.221180128254,-77.6031032564999
TRUE,163.166249128254,-77.6031381564999
TRUE,163.268450128254,-77.6031381564999
TRUE,163.275785128254,-77.6031381564999
TRUE,163.152557128254,-77.6031730564999
TRUE,163.175214128254,-77.6032428564999
TRUE,163.162174128254,-77.6032777564999
TRUE,163.170161128254,-77.6032777564999
TRUE,163.221669128254,-77.6033126564999
TRUE,163.072035128254,-77.6033824564999
TRUE,163.178474128254,-77.6034173564999
TRUE,163.174888128254,-77.6035220564999
TRUE,163.220691128254,-77.6036267564999
TRUE,163.328271128254,-77.6038361564999
TRUE,163.172769128254,-77.6038710564999
TRUE,163.173421128254,-77.6042549564999
TRUE,163.172932128254,-77.6042898564999
TRUE,163.195752128254,-77.6045690564999
TRUE,163.220039128254,-77.6050227564999
TRUE,163.192329128254,-77.6050925564999
TRUE,163.179778128254,-77.6051623564999
TRUE,163.216779128254,-77.6051623564999
TRUE,163.258507128254,-77.6051623564999
TRUE,162.996892128254,-77.6051972564999
TRUE,163.230145128254,-77.6051972564999
TRUE,163.122565128254,-77.6053019564999
TRUE,163.132345128254,-77.6053019564999
TRUE,163.178963128254,-77.6054066564999
TRUE,163.179126128254,-77.6055113564999
TRUE,163.182549128254,-77.6055113564999
TRUE,163.176844128254,-77.6055811564999
TRUE,163.178148128254,-77.6055811564999
TRUE,163.179778128254,-77.6055811564999
TRUE,163.125499128254,-77.6056858564999
TRUE,163.125010128254,-77.6057207564999
TRUE,163.179615128254,-77.6057207564999
TRUE,163.183690128254,-77.6057207564999
TRUE,163.002760128254,-77.6057556564999
TRUE,163.214823128254,-77.6058952564999
TRUE,162.992491128254,-77.6060697564999
TRUE,162.992980128254,-77.6061046564999
TRUE,163.181082128254,-77.6061046564999
TRUE,163.183364128254,-77.6061046564999
TRUE,162.994121128254,-77.6062791564999
TRUE,162.994773128254,-77.6062791564999
TRUE,163.181734128254,-77.6062791564999
TRUE,163.118979128254,-77.6063140564999
TRUE,162.992980128254,-77.6063838564999
TRUE,162.994610128254,-77.6063838564999
TRUE,163.122728128254,-77.6064536564999
TRUE,162.992817128254,-77.6064885564999
TRUE,162.995425128254,-77.6064885564999
TRUE,163.181408128254,-77.6064885564999
TRUE,162.993306128254,-77.6065234564999
TRUE,163.118164128254,-77.6065234564999
TRUE,162.995588128254,-77.6065932564999
TRUE,163.185320128254,-77.6066630564999
TRUE,163.000967128254,-77.6066979564999
TRUE,162.993632128254,-77.6067328564999
TRUE,163.059484128254,-77.6067328564999
TRUE,163.063070128254,-77.6068375564999
TRUE,163.183201128254,-77.6070120564999
TRUE,162.992491128254,-77.6070469564999
TRUE,163.210096128254,-77.6071167564999
TRUE,162.992980128254,-77.6071516564999
TRUE,163.197708128254,-77.6074657564999
TRUE,163.109525128254,-77.6075704564999
TRUE,163.185157128254,-77.6076053564999
TRUE,163.253454128254,-77.6076402564999
TRUE,163.257203128254,-77.6078496564999
TRUE,163.182223128254,-77.6078845564999
TRUE,162.996566128254,-77.6079543564999
TRUE,163.320284128254,-77.6080241564999
TRUE,163.161522128254,-77.6081637564999
TRUE,162.998848128254,-77.6082335564999
TRUE,163.238458128254,-77.6083033564999
TRUE,163.255084128254,-77.6083033564999
TRUE,163.255573128254,-77.6083382564999
TRUE,163.238458128254,-77.6084429564999
TRUE,163.166738128254,-77.6084778564999
TRUE,162.996403128254,-77.6085476564999
TRUE,163.167064128254,-77.6086523564999
TRUE,163.159566128254,-77.6086872564999
TRUE,162.993958128254,-77.6087570564999
TRUE,162.996077128254,-77.6088268564999
TRUE,163.162663128254,-77.6088268564999
TRUE,162.996566128254,-77.6088966564999
TRUE,162.999174128254,-77.6089315564999
TRUE,163.000478128254,-77.6089664564999
TRUE,162.999989128254,-77.6090013564999
TRUE,163.190862128254,-77.6090362564999
TRUE,163.000804128254,-77.6090711564999
TRUE,163.164456128254,-77.6091409564999
TRUE,163.185972128254,-77.6091758564999
TRUE,163.096485128254,-77.6092107564999
TRUE,163.234546128254,-77.6093154564999
TRUE,163.200805128254,-77.6093852564999
TRUE,163.000152128254,-77.6094201564999
TRUE,163.000967128254,-77.6095248564999
TRUE,163.234709128254,-77.6095946564999
TRUE,163.001456128254,-77.6096295564999
TRUE,163.198360128254,-77.6096644564999
TRUE,163.002108128254,-77.6097342564999
TRUE,163.199501128254,-77.6099087564999
TRUE,163.004716128254,-77.6099436564999
TRUE,163.254269128254,-77.6100134564999
TRUE,162.999663128254,-77.6101181564999
TRUE,163.198197128254,-77.6101181564999
TRUE,163.202435128254,-77.6101879564999
TRUE,163.201457128254,-77.6102228564999
TRUE,163.215312128254,-77.6103624564999
TRUE,163.010584128254,-77.6103973564999
TRUE,163.004390128254,-77.6105020564999
TRUE,163.010584128254,-77.6105020564999
TRUE,163.011236128254,-77.6105369564999
TRUE,163.006020128254,-77.6105718564999
TRUE,163.201457128254,-77.6106067564999
TRUE,163.006183128254,-77.6107114564999
TRUE,163.197545128254,-77.6107463564999
TRUE,163.094366128254,-77.6108510564999
TRUE,163.229819128254,-77.6110604564999
TRUE,163.217105128254,-77.6111302564999
TRUE,163.005205128254,-77.6114443564999
TRUE,163.015311128254,-77.6115490564999
TRUE,163.191514128254,-77.6115839564999
TRUE,163.196730128254,-77.6116188564999
TRUE,163.288173128254,-77.6116537564999
TRUE,163.093225128254,-77.6117584564999
TRUE,163.151905128254,-77.6117933564999
TRUE,163.191677128254,-77.6118631564999
TRUE,163.092573128254,-77.6118980564999
TRUE,163.198686128254,-77.6119678564999
TRUE,163.205532128254,-77.6121074564999
TRUE,163.196893128254,-77.6121423564999
TRUE,163.232753128254,-77.6121423564999
TRUE,163.208303128254,-77.6121772564999
TRUE,163.204554128254,-77.6122121564999
TRUE,163.206184128254,-77.6122121564999
TRUE,163.189721128254,-77.6122470564999
TRUE,163.206673128254,-77.6122470564999
TRUE,163.024928128254,-77.6122819564999
TRUE,163.024439128254,-77.6123168564999
TRUE,163.025580128254,-77.6123168564999
TRUE,163.024765128254,-77.6123866564999
TRUE,163.025254128254,-77.6123866564999
TRUE,163.026884128254,-77.6123866564999
TRUE,163.233568128254,-77.6123866564999
TRUE,163.025906128254,-77.6124215564999
TRUE,163.027862128254,-77.6124215564999
TRUE,163.026395128254,-77.6124564564999
TRUE,163.027373128254,-77.6124564564999
TRUE,163.199338128254,-77.6124564564999
TRUE,163.016778128254,-77.6124913564999
TRUE,163.028351128254,-77.6124913564999
TRUE,163.088661128254,-77.6124913564999
TRUE,163.022157128254,-77.6125262564999
TRUE,163.029003128254,-77.6125262564999
TRUE,163.207977128254,-77.6125262564999
TRUE,163.201294128254,-77.6125611564999
TRUE,163.028514128254,-77.6125960564999
TRUE,163.027373128254,-77.6126309564999
TRUE,163.028025128254,-77.6126309564999
TRUE,163.029329128254,-77.6126309564999
TRUE,163.029818128254,-77.6126309564999
TRUE,163.197382128254,-77.6126309564999
TRUE,163.205532128254,-77.6126309564999
TRUE,163.026884128254,-77.6126658564999
TRUE,163.028840128254,-77.6126658564999
TRUE,163.157610128254,-77.6126658564999
TRUE,163.027699128254,-77.6127007564999
TRUE,163.030307128254,-77.6127007564999
TRUE,163.034545128254,-77.6127007564999
TRUE,163.028514128254,-77.6127356564999
TRUE,163.029492128254,-77.6127356564999
TRUE,163.027210128254,-77.6127705564999
TRUE,163.028025128254,-77.6127705564999
TRUE,163.030959128254,-77.6127705564999
TRUE,163.031611128254,-77.6127705564999
TRUE,163.167227128254,-77.6127705564999
TRUE,163.206347128254,-77.6127705564999
TRUE,163.028840128254,-77.6128054564999
TRUE,163.029818128254,-77.6128054564999
TRUE,163.032100128254,-77.6128054564999
TRUE,163.032589128254,-77.6128054564999
TRUE,163.027536128254,-77.6128403564999
TRUE,163.029492128254,-77.6128752564999
TRUE,163.030144128254,-77.6128752564999
TRUE,163.030633128254,-77.6128752564999
TRUE,163.031285128254,-77.6128752564999
TRUE,163.203413128254,-77.6129101564999
TRUE,163.028514128254,-77.6129450564999
TRUE,163.029003128254,-77.6129450564999
TRUE,163.026069128254,-77.6130148564999
TRUE,163.029981128254,-77.6130148564999
TRUE,163.031774128254,-77.6130148564999
TRUE,163.036338128254,-77.6130148564999
TRUE,163.036990128254,-77.6130148564999
TRUE,163.033404128254,-77.6130497564999
TRUE,163.035849128254,-77.6130497564999
TRUE,163.038294128254,-77.6130497564999
TRUE,163.029655128254,-77.6130846564999
TRUE,163.032915128254,-77.6130846564999
TRUE,163.033893128254,-77.6130846564999
TRUE,163.037642128254,-77.6130846564999
TRUE,163.039598128254,-77.6130846564999
TRUE,163.040413128254,-77.6130846564999
TRUE,163.048563128254,-77.6130846564999
TRUE,163.040902128254,-77.6131195564999
TRUE,163.041391128254,-77.6131195564999
TRUE,163.046933128254,-77.6131195564999
TRUE,163.047585128254,-77.6131195564999
TRUE,163.033241128254,-77.6131544564999
TRUE,163.034219128254,-77.6131544564999
TRUE,163.038294128254,-77.6131544564999
TRUE,163.203413128254,-77.6131544564999
TRUE,163.039109128254,-77.6131893564999
TRUE,163.039761128254,-77.6131893564999
TRUE,163.040413128254,-77.6131893564999
TRUE,163.031448128254,-77.6132242564999
TRUE,163.033730128254,-77.6132242564999
TRUE,163.041228128254,-77.6132242564999
TRUE,163.042206128254,-77.6132242564999
TRUE,163.202109128254,-77.6132242564999
TRUE,163.033241128254,-77.6132591564999
TRUE,163.034708128254,-77.6132591564999
TRUE,163.041717128254,-77.6132591564999
TRUE,163.031122128254,-77.6132940564999
TRUE,163.034219128254,-77.6132940564999
TRUE,163.035523128254,-77.6132940564999
TRUE,163.043021128254,-77.6132940564999
TRUE,163.257203128254,-77.6132940564999
TRUE,163.031937128254,-77.6133289564999
TRUE,163.033730128254,-77.6133289564999
TRUE,163.193144128254,-77.6133289564999
TRUE,163.201946128254,-77.6133289564999
TRUE,163.035034128254,-77.6133638564999
TRUE,163.035849128254,-77.6133638564999
TRUE,163.049215128254,-77.6133638564999
TRUE,163.193959128254,-77.6133638564999
TRUE,163.034056128254,-77.6133987564999
TRUE,163.034545128254,-77.6133987564999
TRUE,163.044814128254,-77.6133987564999
TRUE,163.204717128254,-77.6133987564999
TRUE,163.044325128254,-77.6134336564999
TRUE,163.052801128254,-77.6134336564999
TRUE,163.034871128254,-77.6134685564999
TRUE,163.036664128254,-77.6134685564999
TRUE,163.050193128254,-77.6134685564999
TRUE,163.035360128254,-77.6135034564999
TRUE,163.039109128254,-77.6135034564999
TRUE,163.040902128254,-77.6135034564999
TRUE,163.043836128254,-77.6135034564999
TRUE,163.036338128254,-77.6135383564999
TRUE,163.038620128254,-77.6135383564999
TRUE,163.176681128254,-77.6135383564999
TRUE,163.039598128254,-77.6135732564999
TRUE,163.041228128254,-77.6135732564999
TRUE,163.198197128254,-77.6135732564999
TRUE,163.035197128254,-77.6136081564999
TRUE,163.035849128254,-77.6136081564999
TRUE,163.037805128254,-77.6136081564999
TRUE,163.040250128254,-77.6136081564999
TRUE,163.036338128254,-77.6136430564999
TRUE,163.038457128254,-77.6136430564999
TRUE,163.040902128254,-77.6136430564999
TRUE,163.178963128254,-77.6136430564999
TRUE,163.036990128254,-77.6136779564999
TRUE,163.039272128254,-77.6136779564999
TRUE,163.041391128254,-77.6136779564999
TRUE,163.035686128254,-77.6137128564999
TRUE,163.039761128254,-77.6137128564999
TRUE,163.257529128254,-77.6137128564999
TRUE,163.036664128254,-77.6137477564999
TRUE,163.038294128254,-77.6137477564999
TRUE,163.038946128254,-77.6137477564999
TRUE,163.040413128254,-77.6137477564999
TRUE,163.204391128254,-77.6137477564999
TRUE,163.036012128254,-77.6137826564999
TRUE,163.040902128254,-77.6137826564999
TRUE,163.041717128254,-77.6137826564999
TRUE,163.037153128254,-77.6138175564999
TRUE,163.038620128254,-77.6138175564999
TRUE,163.039435128254,-77.6138175564999
TRUE,163.039924128254,-77.6138175564999
TRUE,163.043836128254,-77.6138175564999
TRUE,163.040413128254,-77.6138524564999
TRUE,163.041228128254,-77.6138524564999
TRUE,163.055898128254,-77.6138524564999
TRUE,163.036338128254,-77.6138873564999
TRUE,163.037479128254,-77.6138873564999
TRUE,163.038946128254,-77.6138873564999
TRUE,163.202924128254,-77.6138873564999
TRUE,163.036827128254,-77.6139222564999
TRUE,163.038131128254,-77.6139222564999
TRUE,163.039435128254,-77.6139222564999
TRUE,163.042858128254,-77.6139222564999
TRUE,163.043510128254,-77.6139222564999
TRUE,163.042369128254,-77.6139571564999
TRUE,163.042043128254,-77.6140269564999
TRUE,163.038294128254,-77.6140618564999
TRUE,163.038783128254,-77.6140618564999
TRUE,163.080185128254,-77.6140618564999
TRUE,163.204717128254,-77.6140618564999
TRUE,163.079207128254,-77.6140967564999
TRUE,163.081489128254,-77.6140967564999
TRUE,163.183201128254,-77.6141316564999
TRUE,163.268613128254,-77.6141316564999
TRUE,163.038783128254,-77.6141665564999
TRUE,163.057854128254,-77.6141665564999
TRUE,163.078718128254,-77.6141665564999
TRUE,163.203413128254,-77.6141665564999
TRUE,163.057365128254,-77.6142014564999
TRUE,163.200642128254,-77.6142014564999
TRUE,163.206836128254,-77.6142014564999
TRUE,163.038620128254,-77.6142712564999
TRUE,163.057854128254,-77.6142712564999
TRUE,163.039109128254,-77.6143061564999
TRUE,163.058506128254,-77.6143061564999
TRUE,163.077577128254,-77.6143061564999
TRUE,163.261115128254,-77.6143061564999
TRUE,163.040576128254,-77.6143410564999
TRUE,163.261441128254,-77.6143759564999
TRUE,163.058995128254,-77.6144108564999
TRUE,163.076762128254,-77.6144457564999
TRUE,163.202435128254,-77.6144457564999
TRUE,163.039272128254,-77.6144806564999
TRUE,163.201131128254,-77.6144806564999
TRUE,163.239599128254,-77.6144806564999
TRUE,163.040087128254,-77.6145155564999
TRUE,163.076436128254,-77.6145155564999
TRUE,163.059484128254,-77.6145504564999
TRUE,163.073013128254,-77.6145504564999
TRUE,163.262908128254,-77.6145504564999
TRUE,163.037316128254,-77.6145853564999
TRUE,163.060462128254,-77.6145853564999
TRUE,163.071872128254,-77.6145853564999
TRUE,163.072361128254,-77.6145853564999
TRUE,163.239762128254,-77.6145853564999
TRUE,163.059810128254,-77.6146202564999
TRUE,163.073665128254,-77.6146202564999
TRUE,163.263234128254,-77.6146202564999
TRUE,163.039924128254,-77.6146551564999
TRUE,163.060951128254,-77.6146551564999
TRUE,163.065352128254,-77.6146551564999
TRUE,163.071383128254,-77.6146551564999
TRUE,163.195589128254,-77.6146551564999
TRUE,163.200642128254,-77.6146551564999
TRUE,163.060136128254,-77.6146900564999
TRUE,163.070405128254,-77.6146900564999
TRUE,163.070894128254,-77.6146900564999
TRUE,163.072035128254,-77.6146900564999
TRUE,163.072524128254,-77.6146900564999
TRUE,163.073339128254,-77.6146900564999
TRUE,163.073991128254,-77.6146900564999
TRUE,163.074480128254,-77.6146900564999
TRUE,163.239925128254,-77.6146900564999
TRUE,163.263886128254,-77.6146900564999
TRUE,163.060625128254,-77.6147249564999
TRUE,163.069590128254,-77.6147249564999
TRUE,163.263397128254,-77.6147249564999
TRUE,163.061114128254,-77.6147598564999
TRUE,163.071383128254,-77.6147598564999
TRUE,163.073013128254,-77.6147598564999
TRUE,163.074806128254,-77.6147598564999
TRUE,163.075295128254,-77.6147598564999
TRUE,163.061929128254,-77.6147947564999
TRUE,163.070079128254,-77.6147947564999
TRUE,163.072198128254,-77.6147947564999
TRUE,163.073665128254,-77.6147947564999
TRUE,163.074154128254,-77.6147947564999
TRUE,163.062581128254,-77.6148296564999
TRUE,163.070731128254,-77.6148296564999
TRUE,163.071709128254,-77.6148296564999
TRUE,163.263886128254,-77.6148296564999
TRUE,163.069590128254,-77.6148645564999
TRUE,163.071220128254,-77.6148645564999
TRUE,163.040576128254,-77.6148994564999
TRUE,163.070079128254,-77.6148994564999
TRUE,163.072035128254,-77.6148994564999
TRUE,163.072687128254,-77.6148994564999
TRUE,163.074317128254,-77.6148994564999
TRUE,163.070894128254,-77.6149343564999
TRUE,163.073339128254,-77.6149343564999
TRUE,163.039598128254,-77.6149692564999
TRUE,163.069590128254,-77.6149692564999
TRUE,163.071383128254,-77.6149692564999
TRUE,163.040902128254,-77.6150041564999
TRUE,163.070568128254,-77.6150041564999
TRUE,163.072850128254,-77.6150041564999
TRUE,163.073828128254,-77.6150041564999
TRUE,163.040250128254,-77.6150390564999
TRUE,163.070079128254,-77.6150390564999
TRUE,163.071872128254,-77.6150390564999
TRUE,163.072361128254,-77.6150390564999
TRUE,163.071057128254,-77.6150739564999
TRUE,163.196730128254,-77.6150739564999
TRUE,163.041228128254,-77.6151088564999
TRUE,163.069590128254,-77.6151088564999
TRUE,163.072687128254,-77.6151088564999
TRUE,163.175377128254,-77.6151088564999
TRUE,163.040739128254,-77.6151437564999
TRUE,163.042043128254,-77.6151437564999
TRUE,163.071383128254,-77.6151437564999
TRUE,163.336095128254,-77.6151437564999
TRUE,163.039272128254,-77.6151786564999
TRUE,163.070894128254,-77.6151786564999
TRUE,163.072035128254,-77.6151786564999
TRUE,163.073176128254,-77.6151786564999
TRUE,163.069590128254,-77.6152135564999
TRUE,163.041228128254,-77.6152484564999
TRUE,163.071546128254,-77.6152484564999
TRUE,163.072198128254,-77.6152833564999
TRUE,163.073013128254,-77.6152833564999
TRUE,163.070894128254,-77.6153182564999
TRUE,163.040576128254,-77.6153531564999
TRUE,163.041065128254,-77.6153531564999
TRUE,163.069753128254,-77.6153531564999
TRUE,163.071872128254,-77.6153531564999
TRUE,163.072524128254,-77.6153531564999
TRUE,163.136257128254,-77.6153531564999
TRUE,163.041717128254,-77.6153880564999
TRUE,163.071220128254,-77.6153880564999
TRUE,163.073013128254,-77.6153880564999
TRUE,163.070079128254,-77.6154229564999
TRUE,163.072198128254,-77.6154229564999
TRUE,163.040413128254,-77.6154578564999
TRUE,163.041065128254,-77.6154578564999
TRUE,163.070894128254,-77.6154578564999
TRUE,163.069264128254,-77.6154927564999
TRUE,163.071383128254,-77.6154927564999
TRUE,163.071872128254,-77.6154927564999
TRUE,163.072850128254,-77.6154927564999
TRUE,163.194122128254,-77.6154927564999
TRUE,163.041717128254,-77.6155276564999
TRUE,163.040576128254,-77.6155625564999
TRUE,163.041228128254,-77.6155625564999
TRUE,163.071220128254,-77.6155974564999
