layer,longitude,lattitude
TRUE,163.172769128254,-77.6038710564999
TRUE,163.195752128254,-77.6045690564999
TRUE,163.220039128254,-77.6050227564999
TRUE,163.258507128254,-77.6051623564999
TRUE,163.230145128254,-77.6051972564999
TRUE,163.122565128254,-77.6052670564999
TRUE,163.132345128254,-77.6052670564999
TRUE,163.178963128254,-77.6054066564999
TRUE,163.002760128254,-77.6057556564999
TRUE,162.992980128254,-77.6061046564999
TRUE,163.059484128254,-77.6067328564999
TRUE,163.210096128254,-77.6071167564999
TRUE,163.197382128254,-77.6074657564999
TRUE,163.109525128254,-77.6075704564999
TRUE,163.185157128254,-77.6076053564999
TRUE,163.257203128254,-77.6078496564999
TRUE,163.320284128254,-77.6080241564999
TRUE,163.238295128254,-77.6084429564999
TRUE,163.167064128254,-77.6086523564999
TRUE,162.993958128254,-77.6087570564999
TRUE,163.190862128254,-77.6090362564999
TRUE,163.002108128254,-77.6097342564999
TRUE,163.254106128254,-77.6100134564999
TRUE,163.202435128254,-77.6101879564999
TRUE,163.010584128254,-77.6105020564999
TRUE,163.094366128254,-77.6108510564999
TRUE,163.217105128254,-77.6111302564999
TRUE,163.288173128254,-77.6116537564999
TRUE,163.197056128254,-77.6121423564999
TRUE,163.232753128254,-77.6121423564999
TRUE,163.208303128254,-77.6121772564999
TRUE,163.016778128254,-77.6124913564999
TRUE,163.088661128254,-77.6124913564999
TRUE,163.157610128254,-77.6126658564999
TRUE,163.167227128254,-77.6127705564999
TRUE,163.028025128254,-77.6128054564999
TRUE,163.046933128254,-77.6131195564999
TRUE,163.176681128254,-77.6135383564999
TRUE,163.038946128254,-77.6137128564999
TRUE,163.257529128254,-77.6137128564999
TRUE,163.268613128254,-77.6141316564999
TRUE,163.078718128254,-77.6142014564999
TRUE,163.200479128254,-77.6142014564999
TRUE,163.239436128254,-77.6145155564999
TRUE,163.061766128254,-77.6147947564999
TRUE,163.136257128254,-77.6153531564999
TRUE,163.071057128254,-77.6154927564999
TRUE,163.150764128254,-77.6156323564999
TRUE,163.167716128254,-77.6157370564999
TRUE,163.040250128254,-77.6158417564999
TRUE,163.190699128254,-77.6159813564999
TRUE,163.084912128254,-77.6162256564999
TRUE,163.270569128254,-77.6162256564999
TRUE,163.334465128254,-77.6164350564999
TRUE,163.199175128254,-77.6165048564999
TRUE,163.142451128254,-77.6168887564999
TRUE,163.061929128254,-77.6169236564999
TRUE,163.181897128254,-77.6170632564999
TRUE,163.046770128254,-77.6172377564999
TRUE,163.079533128254,-77.6177263564999
TRUE,163.097626128254,-77.6177263564999
TRUE,163.154187128254,-77.6178310564999
TRUE,163.329738128254,-77.6180404564999
TRUE,163.128270128254,-77.6181451564999
TRUE,163.255736128254,-77.6182149564999
TRUE,163.136583128254,-77.6186686564999
TRUE,163.106428128254,-77.6188431564999
TRUE,163.282142128254,-77.6188780564999
TRUE,163.313438128254,-77.6193666564999
TRUE,163.261441128254,-77.6199599564999
TRUE,163.057528128254,-77.6200297564999
TRUE,163.150112128254,-77.6201693564999
TRUE,163.087194128254,-77.6202391564999
TRUE,163.073339128254,-77.6203438564999
TRUE,163.115230128254,-77.6206230564999
TRUE,163.296323128254,-77.6209371564999
TRUE,163.287521128254,-77.6217398564999
TRUE,163.102027128254,-77.6218445564999
TRUE,163.206999128254,-77.6218445564999
TRUE,163.069753128254,-77.6219841564999
TRUE,163.222321128254,-77.6224029564999
TRUE,163.278230128254,-77.6227519564999
TRUE,163.128107128254,-77.6227868564999
TRUE,163.300398128254,-77.6228566564999
TRUE,163.061766128254,-77.6229264564999
TRUE,163.118816128254,-77.6231009564999
TRUE,163.266331128254,-77.6232056564999
TRUE,163.110177128254,-77.6234150564999
TRUE,163.053942128254,-77.6236942564999
TRUE,163.188580128254,-77.6242875564999
TRUE,163.275296128254,-77.6246016564999
TRUE,163.246608128254,-77.6247412564999
TRUE,163.285891128254,-77.6256486564999
TRUE,163.048889128254,-77.6258231564999
TRUE,163.203413128254,-77.6258580564999
TRUE,163.269917128254,-77.6267305564999
TRUE,163.286543128254,-77.6276728564999
TRUE,163.024439128254,-77.6278473564999
TRUE,163.261441128254,-77.6281614564999
TRUE,163.209444128254,-77.6284057564999
TRUE,163.037479128254,-77.6287547564999
TRUE,163.258670128254,-77.6299413564999
TRUE,163.182060128254,-77.6301856564999
TRUE,163.029492128254,-77.6302903564999
TRUE,163.211074128254,-77.6303601564999
TRUE,163.021016128254,-77.6309185564999
TRUE,163.108873128254,-77.6309534564999
TRUE,163.252965128254,-77.6312675564999
TRUE,163.234872128254,-77.6321400564999
TRUE,163.214008128254,-77.6328031564999
TRUE,163.224766128254,-77.6342689564999
TRUE,163.235361128254,-77.6344434564999
TRUE,163.118653128254,-77.6347575564999
TRUE,163.214986128254,-77.6354904564999
TRUE,163.179452128254,-77.6356300564999
TRUE,163.222973128254,-77.6361535564999
TRUE,163.032589128254,-77.6369213564999
TRUE,163.210259128254,-77.6371656564999
TRUE,163.100886128254,-77.6380381564999
TRUE,163.128596128254,-77.6384220564999
TRUE,163.182386128254,-77.6400623564999
TRUE,163.205532128254,-77.6403415564999
TRUE,163.166738128254,-77.6410744564999
TRUE,163.129574128254,-77.6413187564999
TRUE,163.176844128254,-77.6415630564999
TRUE,163.125173128254,-77.6428892564999
TRUE,163.137072128254,-77.6438664564999
TRUE,163.173584128254,-77.6445644564999
TRUE,163.164456128254,-77.6453322564999
TRUE,163.122728128254,-77.6457161564999
TRUE,163.142451128254,-77.6459255564999
TRUE,163.154676128254,-77.6464490564999
TRUE,163.145548128254,-77.6485430564999
TRUE,163.138539128254,-77.6500437564999
TRUE,163.100886128254,-77.6514397564999
TRUE,163.106428128254,-77.6529055564999
TRUE,163.095833128254,-77.6534988564999
TRUE,163.095344128254,-77.6553136564999
