"","SD","species","long_degrees","lat_degrees","presence"
"298",10618,"mat",163.0172774,-77.60704958,0
"299",10893,"mat",163.1732584,-77.63231201,0
"300",2723,"mat",163.1962783,-77.59496853,0
"301",8944,"mat",163.1641414,-77.61841095,0
"302",9786,"mat",163.0883235,-77.59685341,0
"303",8548,"mat",163.1833899,-77.59104191,0
"304",9943,"mat",163.2994625,-77.61958232,0
"305",8130,"mat",163.2208971,-77.60907915,0
"306",3947,"mat",163.2430932,-77.62449157,0
"307",6565,"mat",163.0546944,-77.60302956,0
"308",5276,"mat",163.1195918,-77.60287566,0
"309",5027,"mat",163.2998137,-77.61825296,0
"310",4774,"mat",163.2070148,-77.58485907,0
"311",1172,"mat",163.2914099,-77.60781114,0
"312",6690,"mat",163.1571734,-77.62057175,0
"313",7443,"mat",163.0415628,-77.60947333,0
"314",8151,"mat",163.2260829,-77.61551946,0
"315",7323,"mat",163.1094265,-77.60382556,0
"316",6557,"mat",163.1645882,-77.6355284,0
"317",8941,"mat",163.2201986,-77.58679179,0
"318",4878,"mat",163.2667142,-77.62923953,0
"319",10021,"mat",163.2445333,-77.60942656,0
"320",9399,"mat",163.2023713,-77.58386642,0
"321",9919,"mat",163.1443172,-77.64218219,0
"322",4229,"mat",163.2515785,-77.59517437,0
"323",6863,"mat",163.0055226,-77.63912918,0
"324",8239,"mat",163.3015284,-77.60336072,0
"325",7138,"mat",163.1218728,-77.63574194,0
"326",7599,"mat",163.1978168,-77.64017132,0
"327",2580,"mat",163.0402801,-77.605775,0
"328",10243,"mat",163.1211112,-77.62722045,0
"329",5502,"mat",163.0551778,-77.64757136,0
"330",4850,"mat",163.3314623,-77.62638113,0
"331",8521,"mat",163.099843,-77.59656261,0
"332",9543,"mat",163.18582,-77.62719183,0
"333",9630,"mat",163.2995709,-77.59543888,0
"334",7987,"mat",163.106057,-77.60251165,0
"335",2785,"mat",163.2424172,-77.61272041,0
"336",10727,"mat",163.0997919,-77.63876633,0
"337",8676,"mat",163.2100271,-77.58746605,0
"338",2680,"mat",163.0019567,-77.63942175,0
"339",6841,"mat",163.2713136,-77.59578179,0
"340",4725,"mat",163.1827531,-77.59464325,0
"341",3572,"mat",163.0600767,-77.60126188,0
"342",6196,"mat",163.1781867,-77.64832718,0
"343",3955,"mat",163.3386631,-77.61289417,0
"344",9746,"mat",163.1951439,-77.62239967,0
"345",4993,"mat",163.2712675,-77.62107766,0
"346",6052,"mat",163.1986824,-77.62874285,0
"347",4733,"mat",163.1680265,-77.63041285,0
"348",4553,"mat",163.0942747,-77.62415001,0
"349",1535,"mat",163.3189118,-77.61707825,0
"350",2518,"mat",163.1306942,-77.60331897,0
"351",1344,"mat",163.1943261,-77.62408026,0
"352",9930,"mat",163.0463748,-77.61644213,0
"353",6231,"mat",163.2422639,-77.6276398,0
"354",1160,"mat",163.2689567,-77.59659637,0
"355",9660,"mat",163.2697875,-77.63544437,0
"356",6882,"mat",163.1466516,-77.59811657,0
"357",9195,"mat",163.0373306,-77.62919336,0
"358",7924,"mat",163.2248535,-77.58453485,0
"359",7859,"mat",163.1613046,-77.62296489,0
"360",10936,"mat",163.1145583,-77.60114944,0
"361",7678,"mat",163.1856795,-77.58428899,0
"362",3868,"mat",163.0833708,-77.64131237,0
"363",6924,"mat",163.0696831,-77.60328561,0
"364",2383,"mat",163.0584734,-77.644065,0
"365",4706,"mat",163.2779574,-77.61797181,0
"366",5971,"mat",163.1647851,-77.63940562,0
"367",9225,"mat",163.0695962,-77.6003513,0
"368",5096,"mat",163.2041169,-77.6480047,0
"369",1655,"mat",163.0789159,-77.61229778,0
"370",6819,"mat",163.0762558,-77.60594985,0
"371",9917,"mat",163.1190542,-77.64619964,0
"372",1252,"mat",163.2154553,-77.631918,0
"373",7686,"mat",163.2718997,-77.59997171,0
"374",2054,"mat",163.1533401,-77.59302245,0
"375",9116,"mat",163.143583,-77.64665722,0
"376",9678,"mat",163.2769998,-77.63418792,0
"377",8428,"mat",163.1637408,-77.59123136,0
"378",5451,"mat",163.1933014,-77.58415088,0
"379",1280,"mat",163.0889556,-77.59664127,0
"380",10649,"mat",163.3151942,-77.62824183,0
"381",2812,"mat",163.0670189,-77.63707947,0
"382",7710,"mat",163.0437733,-77.64981607,0
"383",5532,"mat",163.1097407,-77.63135448,0
"384",2159,"mat",163.2165116,-77.63103985,0
"385",6109,"mat",163.0917403,-77.60249947,0
"386",3062,"mat",163.1410566,-77.63863221,0
"387",9912,"mat",163.0829668,-77.61018554,0
"388",7680,"mat",163.1122201,-77.60046025,0
"389",9871,"mat",163.1502672,-77.64477753,0
"390",7362,"mat",163.0979309,-77.6212356,0
"391",9335,"mat",163.3307371,-77.59493908,0
"392",6171,"mat",163.0837717,-77.60441783,0
"393",7906,"mat",163.1890018,-77.63496912,0
"394",10099,"mat",163.218567,-77.65052616,0
"395",2440,"mat",163.0702131,-77.59804308,0
"396",10716,"mat",163.3267698,-77.61899678,0
"397",8574,"mat",163.2481933,-77.61513974,0
"398",5579,"mat",163.243564,-77.60950085,0
"399",7370,"mat",163.3138724,-77.6280735,0
"400",4929,"mat",163.2759061,-77.60900213,0
"401",7341,"mat",163.2987979,-77.5958269,0
"402",7100,"mat",163.2666519,-77.61246925,0
"403",10823,"mat",163.1207946,-77.63462838,0
"404",10205,"mat",163.2125646,-77.63912807,0
"405",1286,"mat",163.2227399,-77.58786347,0
"406",9613,"mat",163.2204929,-77.584799,0
"407",4641,"mat",163.2038278,-77.62969849,0
"408",6705,"mat",163.2105907,-77.58487814,0
"409",7622,"mat",163.1826416,-77.58999703,0
"410",3605,"mat",163.2158551,-77.58387642,0
"411",4790,"mat",163.3196189,-77.63311202,0
