layer,longitude,lattitude,presence
,163.1898132,-77.62843837,0
,163.2050285,-77.59451719,0
,163.208954,-77.6010419,0
,163.0786888,-77.650403,0
,163.2314118,-77.61808933,0
,163.0076256,-77.62479371,0
,163.1439447,-77.63071846,0
,163.0216078,-77.6318629,0
,163.1506242,-77.64142378,0
,163.2423404,-77.59094737,0
,163.2657542,-77.59513318,0
,163.1380829,-77.63029492,0
,163.0692332,-77.63036921,0
,163.2226941,-77.59324583,0
,163.2417651,-77.62863981,0
,163.3042143,-77.62411213,0
,163.1815442,-77.58203804,0
,163.1617131,-77.62977834,0
,163.1782562,-77.62332619,0
,163.1135518,-77.644669,0
,163.1131051,-77.60874122,0
,162.9676047,-77.61046434,0
,163.0883343,-77.65574173,0
,163.0351505,-77.63645085,0
,162.9769399,-77.61523849,0
,163.271613,-77.61095558,0
,163.0757988,-77.61828018,0
,163.1197434,-77.60921395,0
,163.2573107,-77.60288685,0
,163.0693364,-77.59933645,0
,163.1807457,-77.58447297,0
,163.0659189,-77.63334344,0
,163.0853811,-77.63743886,0
,163.0833868,-77.65009655,0
,163.149211,-77.58570695,0
,163.1501307,-77.5996248,0
,163.1463965,-77.62545463,0
,163.2652964,-77.60096603,0
,163.0825276,-77.59806973,0
,163.0215503,-77.61616049,0
,163.1183783,-77.60460669,0
,163.2222312,-77.63807055,0
,163.2251919,-77.61152063,0
,163.1261033,-77.62772816,0
,163.0911216,-77.63206264,0
,163.2662594,-77.62409935,0
,163.1775861,-77.59651033,0
,163.1800324,-77.64293292,0
,163.1408251,-77.59189343,0
,163.0926299,-77.60032927,0
,163.3118784,-77.60361764,0
,163.1296889,-77.62234854,0
,163.1646423,-77.61073172,0
,163.0771001,-77.59850429,0
,163.2317836,-77.61361264,0
,163.1604355,-77.62034602,0
,163.1878007,-77.59893844,0
,163.07968,-77.60860992,0
,163.1157763,-77.63726141,0
,163.1562245,-77.59669019,0
,163.17801,-77.60685653,0
,163.1193859,-77.60794049,0
,163.1220322,-77.62771368,0
,163.1318708,-77.64120904,0
,163.1035232,-77.64817731,0
,163.2701337,-77.62938195,0
,163.1555479,-77.60519569,0
,163.2071753,-77.62858581,0
,163.251714,-77.59878565,0
,163.0293173,-77.60097308,0
,163.260613,-77.61246427,0
,163.235649,-77.5882877,0
,163.0665609,-77.59789371,0
,163.1759949,-77.63054757,0
,163.0767408,-77.6095154,0
,163.0915519,-77.64628505,0
,163.0749212,-77.64041267,0
,163.0312363,-77.62569154,0
,163.1855993,-77.59143082,0
,163.0426962,-77.60335696,0
,163.3114714,-77.61986181,0
,163.1433597,-77.62368954,0
,163.3274325,-77.61950919,0
,163.0853654,-77.62933337,0
,163.174087,-77.62477658,0
,163.255758,-77.61954658,0
,163.2691826,-77.61215298,0
,163.1093047,-77.59850338,0
,163.1732086,-77.64346519,0
,163.113895,-77.59600051,0
,163.1656421,-77.64074428,0
,163.2068073,-77.62007498,0
,163.1813236,-77.64368097,0
,163.3166894,-77.61480973,0
,163.0356144,-77.62068623,0
,162.9890347,-77.61509799,0
,163.2753475,-77.59711902,0
,163.1027104,-77.64628443,0
,163.3038539,-77.60330189,0
,163.2307235,-77.61981487,0
,163.080286,-77.64908103,0
,163.0504125,-77.61254869,0
,163.0339011,-77.61190416,0
,163.1943307,-77.61272019,0
,163.2763185,-77.59382373,0
,163.0432051,-77.60515779,0
,163.0935035,-77.5991036,0
,163.2422148,-77.6114253,0
,163.1434769,-77.62255701,0
,163.2303876,-77.58892841,0
,163.2557284,-77.59288205,0
,163.0957624,-77.64481237,0
,163.039869,-77.63653544,0
,163.1154898,-77.59112573,0
,163.2351858,-77.58878058,0
,163.1044663,-77.63074042,0
,163.1610745,-77.64299794,0
,163.0865928,-77.61213334,0
,163.1278818,-77.61735636,0
,163.0850577,-77.65056775,0
,163.1856452,-77.64106395,0
,163.117561,-77.63637641,0
,163.1574779,-77.58414058,0
,163.2725288,-77.62801978,0
,163.0955954,-77.62300725,0
,163.162084,-77.60244664,0
,163.1374045,-77.62088047,0
,163.1382658,-77.61922125,0
,163.1265849,-77.62910832,0
,163.2376057,-77.59880978,0
,163.1496415,-77.6410408,0
,163.2732025,-77.60559639,0
,163.2163895,-77.62627091,0
,163.1032242,-77.62244198,0
,163.0650536,-77.64364313,0
,163.3061803,-77.62373121,0
,163.310788,-77.59864646,0
,163.2097732,-77.61636456,0
,163.2521455,-77.59536222,0
,163.0931301,-77.61840323,0
,163.1978598,-77.62353874,0
,163.3005896,-77.62048665,0
,163.1733164,-77.58768739,0
,163.1839735,-77.64262715,0
,163.1357119,-77.63588288,0
,163.1086914,-77.61009482,0
,163.2640938,-77.59300306,0
,163.0351359,-77.62234755,0
,163.2738295,-77.62526944,0
,163.1064026,-77.64714033,0
,163.0617581,-77.60748593,0
,163.3080069,-77.61197323,0
,163.0540805,-77.6018199,0
,163.0705204,-77.60472656,0
,163.1548267,-77.62087947,0
,163.3025381,-77.6249071,0
,163.0757142,-77.65207609,0
,163.1431269,-77.60036007,0
,163.1652151,-77.62395436,0
,163.111535,-77.60830501,0
,163.0873071,-77.6439186,0
,163.2459385,-77.61443727,0
,163.1551918,-77.59644919,0
,163.2342179,-77.62935304,0
,163.226832,-77.61694763,0
,163.2897533,-77.62417383,0
,163.2042225,-77.62834398,0
,163.1510236,-77.63100848,0
,163.3107238,-77.62162432,0
,163.2926969,-77.60302335,0
,163.2431961,-77.62632563,0
,163.320217,-77.60535905,0
,163.2086111,-77.60211478,0
,163.0396101,-77.63449659,0
,163.2925978,-77.61518791,0
,163.2900935,-77.61329158,0
,163.1829658,-77.60759126,0
,163.0703895,-77.62947464,0
,163.0297204,-77.60415717,0
,163.2431066,-77.60841384,0
,163.2978474,-77.62502553,0
,163.1958505,-77.58790808,0
,163.1284411,-77.62581168,0
,163.0699514,-77.60975085,0
,163.1493233,-77.64341946,0
,163.1181374,-77.60147914,0
,163.1898041,-77.61844097,0
,163.2615863,-77.63128553,0
,163.0502403,-77.59872202,0
,163.0917313,-77.62676011,0
,163.224566,-77.6286939,0
,163.054193,-77.602852,0
,163.0557017,-77.63391677,0
,163.1251694,-77.638222,0
,162.9745424,-77.61212747,0
,163.2217298,-77.60756383,0
,163.242603,-77.61417509,0
,163.2402114,-77.60149884,0
,163.1567,-77.58874904,0
,163.214534,-77.63097722,0
,163.1473164,-77.60884007,0
,163.2689896,-77.60356957,0
,163.1368221,-77.62183421,0
,163.2094713,-77.59118643,0
,163.279143,-77.61643362,0
,163.0377711,-77.62489485,0
,163.0993753,-77.63358305,0
,163.2280592,-77.63220065,0
,163.300714,-77.60798883,0
,163.1285059,-77.63012474,0
,163.0840804,-77.65498023,0
,163.0851246,-77.60815377,0
,163.2107061,-77.58366744,0
,163.0198599,-77.61294808,0
,163.0036267,-77.6206649,0
,163.0637609,-77.63075775,0
,163.1672312,-77.62621741,0
,163.1647667,-77.58639442,0
,163.2055033,-77.58695385,0
,163.1830508,-77.62048198,0
,163.3414206,-77.61576694,0
,163.2015632,-77.59858596,0
,163.076103,-77.62567552,0
,163.0748289,-77.63413373,0
,163.1826495,-77.60885438,0
,163.1349141,-77.64667086,0
,163.1108693,-77.61722339,0
,163.0506886,-77.63941584,0
,163.3000885,-77.62356465,0
,163.2356547,-77.60264909,0
,163.2029592,-77.59036635,0
,163.1795748,-77.60337032,0
,163.178722,-77.59999873,0
,163.1780485,-77.5978875,0
,163.1618457,-77.62622542,0
,163.2496546,-77.63351347,0
,163.2246398,-77.59455637,0
,163.0001129,-77.61117245,0
,163.1267344,-77.634723,0
,163.216773,-77.59152398,0
,163.2522797,-77.60046421,0
,163.1262619,-77.63373906,0
,163.1774386,-77.62149706,0
,163.0383069,-77.63145713,0
,163.1436875,-77.62267743,0
,163.0162132,-77.62518098,0
,163.1271153,-77.64386217,0
,163.1123005,-77.59989777,0
,163.1387734,-77.62803042,0
,163.281006,-77.5999668,0
,163.156493,-77.61087444,0
,163.1800314,-77.60836642,0
,163.1350047,-77.60045931,0
,162.9747161,-77.61065329,0
,163.0559682,-77.59726118,0
,163.0925988,-77.64907576,0
,163.070201,-77.64415947,0
,163.2388609,-77.60881315,0
,163.2838626,-77.61240409,0
,163.1851267,-77.581588,0
,163.0883912,-77.65032408,0
,163.1021443,-77.60740262,0
,163.262727,-77.62998696,0
,163.0641086,-77.64683108,0
,163.2248928,-77.63647682,0
,163.0153476,-77.62898848,0
,163.1266374,-77.60207322,0
,163.1193306,-77.60508737,0
,163.1681201,-77.5997185,0
,163.2390516,-77.59936575,0
,163.2098543,-77.60444237,0
,163.0760097,-77.64946195,0
,163.153904,-77.62528293,0
,163.3105523,-77.59725848,0
,162.9830063,-77.60857001,0
,163.1616153,-77.6231447,0
,163.2091168,-77.60226645,0
,163.1622599,-77.62581896,0
,163.2715862,-77.5970121,0
,162.9989333,-77.61146034,0
,163.2570372,-77.62747751,0
,163.1767461,-77.61811153,0
,163.0292531,-77.62412899,0
,163.2462863,-77.59872787,0
,163.2017375,-77.63078661,0
,163.2752497,-77.62528014,0
,163.1743808,-77.62387349,0
,163.0898769,-77.6493456,0
,163.0339569,-77.61914702,0
,163.3004132,-77.61550966,0
,163.1255638,-77.59444104,0
,163.1641693,-77.63333056,0
,163.1900597,-77.63449305,0
,162.9949136,-77.6145362,0
,163.1795939,-77.63927421,0
,163.0899739,-77.60678655,0
,163.1754951,-77.6429395,0
,163.1741565,-77.63541435,0
,163.2409157,-77.62575233,0
,163.2185927,-77.60406435,0
,163.2166723,-77.62115337,0
,163.0654802,-77.62089625,0
,163.1345117,-77.65041548,0
,163.1503728,-77.60646432,0
,163.0898134,-77.64700139,0
,163.1307565,-77.59632301,0
,163.2178172,-77.6127615,0
,163.2345034,-77.59661979,0
,163.0166294,-77.62158931,0
,163.1364849,-77.59800326,0
,163.0813602,-77.65244647,0
,163.193683,-77.63543839,0
,163.2485339,-77.61722304,0
,163.2552451,-77.6042971,0
,163.2110283,-77.62032945,0
,163.1162983,-77.65256152,0
,163.1709158,-77.62752294,0
,163.2268184,-77.61429113,0
,163.0899861,-77.61164333,0
,163.2054402,-77.63592194,0
,163.2194118,-77.62204302,0
,162.9992899,-77.62399821,0
,163.0877546,-77.65597194,0
,163.0872063,-77.61828958,0
,163.1373735,-77.64717133,0
,163.1002343,-77.65072953,0
,163.132572,-77.61791463,0
,163.0671715,-77.62118336,0
,163.0107351,-77.61735369,0
,163.0226022,-77.60940726,0
,163.1487418,-77.62188439,0
,163.1931228,-77.58155746,0
,163.0847332,-77.63257178,0
,163.2551961,-77.59620802,0
,163.1035425,-77.64880822,0
,163.1085069,-77.59774645,0
,163.2107923,-77.61812942,0
,163.2070418,-77.59371837,0
,163.1576126,-77.60045367,0
,163.0282972,-77.62649095,0
,163.3167036,-77.60069639,0
,163.15393,-77.63236738,0
,163.0797457,-77.6117326,0
,163.157462,-77.61530296,0
,163.2408317,-77.62817849,0
,162.9833605,-77.61619024,0
,163.1395308,-77.58844122,0
,163.1447648,-77.58740857,0
,163.1315678,-77.59784691,0
,163.2357099,-77.62850678,0
,163.2753975,-77.61753217,0
,163.2121343,-77.59623355,0
,163.2574149,-77.61635953,0
,163.3077633,-77.59947947,0
,163.0558325,-77.6265784,0
,163.1506964,-77.62297965,0
,163.1910082,-77.62454036,0
,163.1729419,-77.64001049,0
,163.2772701,-77.61986034,0
,163.1485861,-77.59207787,0
,163.2554332,-77.61279834,0
,163.1677739,-77.64422224,0
,163.033741,-77.61837335,0
,163.0803864,-77.60902956,0
,163.1727676,-77.62900977,0
,163.1392202,-77.61425241,0
,163.0502536,-77.62774775,0
,163.187659,-77.58300095,0
,163.0114824,-77.62360176,0
,163.2339997,-77.63614673,0
,163.2101505,-77.63440267,0
,163.0671498,-77.64409726,0
,163.1777424,-77.63044433,0
,163.1468462,-77.58629689,0
,163.0534857,-77.62145806,0
,163.1702873,-77.58282264,0
,162.9954571,-77.62175167,0
,163.2943278,-77.61615871,0
,163.1988037,-77.58609486,0
,163.1091477,-77.59347661,0
,163.2837396,-77.61368944,0
,163.0967617,-77.59461699,0
,163.1425143,-77.64724705,0
,163.0223348,-77.60480305,0
,163.2144046,-77.63852371,0
,163.3041712,-77.60439659,0
,163.1578633,-77.64727128,0
,163.0320421,-77.6285857,0
,163.0473051,-77.62832712,0
,163.029552,-77.60865746,0
,163.173836,-77.63855858,0
,163.1575754,-77.60127919,0
,163.2097565,-77.59073084,0
,163.1090117,-77.59321829,0
,162.9929897,-77.61321993,0
,163.3088358,-77.60339622,0
,163.179149,-77.58619911,0
,163.129495,-77.58772288,0
,162.9920708,-77.62094457,0
,163.2818377,-77.60802804,0
,163.0330569,-77.62871054,0
,162.9999268,-77.6141065,0
,163.1258071,-77.61263167,0
,163.0345589,-77.6168775,0
,163.0853807,-77.61131196,0
,163.2314428,-77.62705567,0
,162.9956057,-77.61964242,0
,163.0307733,-77.61376829,0
,163.2867845,-77.60629715,0
,163.1699624,-77.61171043,0
,163.1790815,-77.61222654,0
,163.3266934,-77.60726832,0
,163.0408195,-77.63333197,0
,163.1160309,-77.60502041,0
,163.305843,-77.59746565,0
,163.2709996,-77.61423114,0
,163.267301,-77.60346235,0
,163.1763746,-77.62601539,0
,163.0855788,-77.63346252,0
,163.1492051,-77.62531424,0
,163.1457601,-77.64327802,0
,163.309056,-77.61201605,0
,163.1830524,-77.63392075,0
,163.1143511,-77.6343822,0
,163.2185585,-77.58550648,0
,163.1094114,-77.61592197,0
,163.1502449,-77.59026905,0
,163.2624409,-77.6122275,0
,163.304842,-77.61159455,0
,163.2163713,-77.60737129,0
,163.0522008,-77.62257232,0
,163.1114081,-77.60957617,0
,163.2980674,-77.61826621,0
,163.2179817,-77.60313134,0
,163.1237288,-77.61418122,0
,162.9849373,-77.61514064,0
,163.1009839,-77.61788139,0
,163.17948,-77.63787391,0
,163.0681663,-77.63052695,0
,163.0109839,-77.61149068,0
,163.0830815,-77.65519253,0
,163.279428,-77.62437277,0
,163.1784363,-77.6380101,0
,163.2572177,-77.6308509,0
,163.0163582,-77.6240606,0
,163.1194522,-77.59257974,0
,163.1903487,-77.60390629,0
,163.3380694,-77.61821526,0
,163.2217124,-77.63736165,0
,163.3324898,-77.61119353,0
,163.071253,-77.61417578,0
,163.1965803,-77.60017619,0
,163.2538681,-77.61110001,0
,163.1544071,-77.61083352,0
,163.3281419,-77.61462344,0
,163.1562734,-77.61426661,0
,163.0209549,-77.6044955,0
,163.2646278,-77.62844851,0
,163.1777889,-77.60768836,0
,163.2094504,-77.58385239,0
,163.0376319,-77.6328852,0
,163.1181173,-77.62591439,0
,163.0696285,-77.65029391,0
,163.1468798,-77.59544129,0
,163.2259881,-77.63281461,0
,163.1355602,-77.61398207,0
,163.1830782,-77.6199763,0
,163.0375587,-77.62293967,0
,163.2641656,-77.61664085,0
,163.2737861,-77.62467496,0
,163.263203,-77.59685594,0
,163.1974704,-77.62353459,0
,163.1213596,-77.61578881,0
,163.1454845,-77.63336541,0
,163.1490483,-77.63645462,0
,163.0759637,-77.62731158,0
,163.0553724,-77.63877836,0
,163.1104949,-77.624919,0
,163.1454715,-77.64736712,0
,163.1484577,-77.59681533,0
,163.0524673,-77.61919844,0
,163.173951,-77.60206799,0
,163.2394933,-77.60741821,0
,163.1881066,-77.59409479,0
,163.1064112,-77.61908884,0
,163.1077997,-77.60804288,0
,163.0996162,-77.62620764,0
,163.0937137,-77.64600802,0
,163.1540309,-77.62714093,0
,163.0319014,-77.60759949,0
,163.2238473,-77.59713818,0
,163.2295306,-77.58960275,0
,163.2471185,-77.63082902,0
,163.0196956,-77.61105353,0
,163.1144077,-77.64677202,0
,163.0185242,-77.62618284,0
,163.2093125,-77.63101278,0
,163.0833183,-77.63464599,0
,163.0627184,-77.63870673,0
,163.3275824,-77.6154292,0
,163.2699659,-77.61041374,0
,163.1014363,-77.62525518,0
,163.0512807,-77.63024598,0
,163.1166937,-77.63262711,0
,163.0993391,-77.61597273,0
,163.3003115,-77.60132046,0
,163.1674953,-77.59825759,0
,163.004816,-77.60805801,0
,163.2681125,-77.62251263,0
,163.2985552,-77.62248884,0
,163.2090859,-77.61614093,0
,163.0315251,-77.62456335,0
,163.1290408,-77.61962564,0
,163.1153579,-77.60272665,0
,163.106566,-77.62142608,0
,163.269801,-77.5993256,0
,163.1033375,-77.59237297,0
,163.2756431,-77.61328629,0
,163.2088238,-77.58342994,0
,163.2564323,-77.63264606,0
,163.3146251,-77.62186511,0
,163.0571178,-77.61534574,0
,163.0487254,-77.60875165,0
,163.0299117,-77.60194612,0
,163.0684173,-77.59620652,0
,163.0581437,-77.61917603,0
,163.0922485,-77.63253619,0
,163.0928018,-77.65486985,0
,163.0653063,-77.60923916,0
,163.1664805,-77.58481363,0
,163.2510195,-77.59390881,0
,163.2401234,-77.63508859,0
,163.2112914,-77.61512448,0
,163.1387856,-77.5931609,0
,163.3097513,-77.59835728,0
,163.0341564,-77.61843295,0
,163.1450606,-77.63948771,0
,163.2210462,-77.58465974,0
,163.1427139,-77.58848371,0
,163.0858386,-77.64963477,0
,163.1267057,-77.63283142,0
,163.1470418,-77.59020379,0
,163.2009522,-77.62619588,0
,163.2856777,-77.62164794,0
,163.2247186,-77.58574735,0
,163.2228493,-77.61843514,0
,163.1622636,-77.60200718,0
,163.1102945,-77.65276376,0
,163.1121734,-77.59310453,0
,163.2915512,-77.61135824,0
,163.1634415,-77.62780514,0
,163.2467088,-77.62537728,0
,163.1752627,-77.6415639,0
,163.1022368,-77.63004541,0
,163.0589425,-77.63937929,0
,163.0884192,-77.62494242,0
,163.0815764,-77.62517832,0
,163.1448465,-77.61158558,0
,163.2644733,-77.612127,0
,163.1580143,-77.59154902,0
,163.1293713,-77.61927172,0
,163.1714269,-77.58327542,0
,163.1528119,-77.60835282,0
,163.2849989,-77.60250679,0
,163.0960085,-77.61629996,0
,163.2140585,-77.6025735,0
,163.1476137,-77.59366107,0
,163.2384584,-77.60283884,0
,163.1151136,-77.61911018,0
,163.1024994,-77.6405928,0
,163.1204162,-77.63538132,0
,163.2264981,-77.63317956,0
,162.9730388,-77.60983404,0
,163.1131495,-77.64620788,0
,163.2033822,-77.63657362,0
,163.1713658,-77.61980443,0
,163.3189312,-77.62005866,0
,163.2950251,-77.60870919,0
,163.0996023,-77.63624472,0
,163.2303076,-77.5957006,0
,163.144754,-77.63460813,0
,163.0801469,-77.64367717,0
,163.0477661,-77.61567069,0
,163.2831137,-77.62240512,0
,163.3133769,-77.6127511,0
,163.1802409,-77.60025214,0
,162.9893859,-77.61960983,0
,163.1749494,-77.6285352,0
,163.2753776,-77.62877148,0
,163.1034351,-77.60121368,0
,163.0610283,-77.62206434,0
,163.2845567,-77.61237058,0
,163.1203774,-77.60259423,0
,163.2913085,-77.62631367,0
,163.2296424,-77.61632565,0
,163.185896,-77.59232528,0
,163.1786589,-77.61413685,0
,163.1372014,-77.63968722,0
,163.1129194,-77.64076024,0
,163.1777155,-77.63444288,0
,163.1866667,-77.5961312,0
,163.1764104,-77.64083075,0
,163.0778117,-77.61200212,0
,163.0612082,-77.60176092,0
,163.0880122,-77.64224276,0
,163.1411942,-77.62993123,0
,163.2167652,-77.60658415,0
,163.2096754,-77.59652196,0
,163.2278323,-77.61951601,0
,163.0623549,-77.61620796,0
,163.2454273,-77.59214209,0
,163.2299597,-77.61621415,0
,163.2717717,-77.63029498,0
,163.0273015,-77.60855424,0
,163.1657103,-77.6448451,0
,163.0448694,-77.63380257,0
,163.0899327,-77.61793497,0
,163.0826106,-77.65251226,0
,163.2572654,-77.59391813,0
,163.2140946,-77.60421875,0
,162.9730413,-77.61030083,0
,163.0196378,-77.60451893,0
,163.3072269,-77.6215765,0
,163.2372882,-77.59017972,0
,163.095499,-77.64752799,0
,163.1152359,-77.59857336,0
,163.2270946,-77.6375361,0
,163.2021188,-77.60487514,0
,163.073197,-77.59987839,0
,163.0209976,-77.61935542,0
,163.1894065,-77.64024185,0
,163.1597277,-77.60378998,0
,163.1518089,-77.64766696,0
,163.1818472,-77.59859311,0
,163.2868573,-77.60884973,0
,163.2247755,-77.60192593,0
,163.0889857,-77.63862613,0
,163.147983,-77.59440779,0
,163.2338881,-77.59454155,0
,163.0873854,-77.63650047,0
,163.2375047,-77.59156357,0
,163.0330587,-77.62903595,0
,163.3240098,-77.61282682,0
,163.196534,-77.61087994,0
,163.1935189,-77.6054205,0
,163.272777,-77.62081405,0
,163.0624015,-77.60300682,0
,163.2484229,-77.63212549,0
,163.1100813,-77.63674668,0
,163.004897,-77.62046101,0
,163.2831861,-77.61497905,0
,163.2639847,-77.61256945,0
,163.0883602,-77.59587389,0
,163.153282,-77.6068503,0
,163.2534057,-77.59144289,0
,163.2402915,-77.59215498,0
,163.083625,-77.61554446,0
,163.1458131,-77.60039859,0
,162.9779738,-77.61024433,0
,163.2004784,-77.62043564,0
,163.2753476,-77.61042134,0
,163.1268455,-77.6029848,0
,163.2842303,-77.6192143,0
,163.3056187,-77.62258174,0
,163.0682233,-77.59957877,0
,163.3164398,-77.61277015,0
,163.2487923,-77.60601957,0
,163.223305,-77.59224098,0
,163.1020754,-77.64340718,0
,163.1868327,-77.63894305,0
,163.1540106,-77.62017058,0
,163.0454728,-77.61060342,0
,163.139098,-77.59643084,0
,163.1812306,-77.61095845,0
,163.2236483,-77.59581231,0
,163.2693243,-77.62793955,0
,163.2418113,-77.59545983,0
,163.2175501,-77.61765694,0
,163.0576028,-77.63159454,0
,163.1578083,-77.61914692,0
,163.1259612,-77.63976979,0
,163.2365958,-77.62549031,0
,163.2285878,-77.5926033,0
,163.2515494,-77.60562684,0
,163.0592442,-77.62100284,0
,163.2068926,-77.59354751,0
,163.2765656,-77.60821826,0
,163.1824208,-77.59033303,0
,163.1165772,-77.60598221,0
,163.1101241,-77.64804251,0
,163.1530364,-77.63321035,0
,163.2228164,-77.59800108,0
,163.3111966,-77.6022726,0
,163.1796165,-77.59742063,0
,163.1452388,-77.60047854,0
,163.0345386,-77.63147964,0
,163.1645243,-77.6218503,0
,163.0795342,-77.64130004,0
,163.2742543,-77.61252721,0
,163.0050098,-77.62293697,0
,163.0104965,-77.61606717,0
,163.0849411,-77.65147546,0
,163.1150002,-77.63738632,0
,163.2348062,-77.61740206,0
,163.1213604,-77.61112716,0
,163.1014287,-77.63655968,0
,163.1885574,-77.62500489,0
,163.1053079,-77.61311656,0
,163.1165691,-77.61681142,0
,163.1331837,-77.62416149,0
,163.0212269,-77.61099738,0
,163.0654751,-77.62879643,0
,163.0776809,-77.61726206,0
,163.2796492,-77.62166498,0
,162.9913687,-77.61512503,0
,163.2784933,-77.60772072,0
,163.1805501,-77.59114513,0
,163.1657454,-77.61161365,0
,163.2167723,-77.59781078,0
,163.2032201,-77.64007525,0
,163.0134529,-77.61638944,0
,163.1255457,-77.64781008,0
,163.19343,-77.60572601,0
,163.2165764,-77.59131066,0
,163.3179455,-77.60871796,0
,163.1544942,-77.60842914,0
,163.2012937,-77.58530906,0
,163.1074402,-77.60176119,0
,163.0090194,-77.61637685,0
,163.243066,-77.61679044,0
,163.1827304,-77.62530098,0
,163.2309859,-77.5946736,0
,163.0464099,-77.62522776,0
,163.2074896,-77.63071514,0
,163.3040438,-77.61709534,0
,163.1347908,-77.63024618,0
,163.1182145,-77.641545,0
,163.0583963,-77.60062076,0
,163.331594,-77.61259379,0
,163.2127288,-77.60774961,0
,163.1229352,-77.64992999,0
,163.2473515,-77.59872393,0
,163.0918722,-77.61154945,0
,163.2181648,-77.61743113,0
,163.0451818,-77.63624907,0
,163.2610398,-77.61647668,0
,163.0549023,-77.61063197,0
,163.0846275,-77.62845721,0
,163.2641761,-77.61939957,0
,163.0469336,-77.63986379,0
,163.2431355,-77.59439887,0
,163.057163,-77.6012527,0
,163.1379771,-77.64660807,0
,163.2926507,-77.60386307,0
,163.2222747,-77.60148522,0
,163.115477,-77.59459219,0
,163.0759938,-77.63184256,0
,163.0649758,-77.61735764,0
,163.0555163,-77.63460559,0
,163.2167768,-77.6275224,0
,163.2133216,-77.58918006,0
,163.1873734,-77.62967806,0
,163.100453,-77.59521222,0
,163.0137579,-77.62755114,0
,163.1324468,-77.63797383,0
,163.0855843,-77.63378333,0
,163.317586,-77.60858248,0
,163.2412596,-77.63218726,0
,163.2207122,-77.60890321,0
,163.18249,-77.61002517,0
,163.2433626,-77.62602492,0
,163.2947182,-77.61835825,0
,163.1479525,-77.62561513,0
,163.2198838,-77.6087745,0
,163.190282,-77.60812214,0
,163.0936462,-77.63535608,0
,163.2350588,-77.6202117,0
,163.2395101,-77.60872506,0
,163.1925586,-77.59318948,0
,163.0801961,-77.63956769,0
,163.0777677,-77.61539271,0
,163.1067488,-77.64851783,0
,163.2796495,-77.61895813,0
,163.2242188,-77.61571624,0
,163.3195429,-77.62160346,0
,163.1914614,-77.61371963,0
,163.2992591,-77.59566302,0
,163.1460145,-77.64013154,0
,163.0131842,-77.61979927,0
,163.1072135,-77.60603289,0
,163.280171,-77.59833196,0
,163.0471349,-77.6144404,0
,163.1727431,-77.6183672,0
,163.3105234,-77.61710678,0
,163.0596885,-77.61941073,0
,163.1804134,-77.59796039,0
,163.1931779,-77.62354631,0
,163.0512283,-77.64299139,0
,163.2590318,-77.62762305,0
,163.1752668,-77.61983178,0
,163.2480545,-77.59714031,0
,163.3011974,-77.60627221,0
,163.1450352,-77.60975091,0
,163.2743821,-77.62928028,0
,163.1022337,-77.64506479,0
,163.0216177,-77.62033614,0
,163.0974576,-77.60296872,0
,163.2942518,-77.61203842,0
,162.9862855,-77.61296502,0
,163.0649518,-77.62956582,0
,163.0875378,-77.62679913,0
,163.0585558,-77.63353952,0
,163.0857978,-77.63987377,0
,163.2199812,-77.61571662,0
,163.1640389,-77.63538444,0
,163.1116419,-77.65381565,0
,163.3234893,-77.61552014,0
,163.011132,-77.61528658,0
,163.0381925,-77.6038821,0
,163.2151334,-77.60876195,0
,163.0696913,-77.64456879,0
,163.1102992,-77.59875583,0
,163.2680685,-77.60364038,0
,163.1557366,-77.62525978,0
,163.0681713,-77.62809101,0
,163.2085384,-77.61124184,0
,163.190522,-77.58665299,0
,163.1579577,-77.64244756,0
,163.1045454,-77.61410314,0
,163.2865531,-77.62424715,0
,163.1878791,-77.63136587,0
,163.1489703,-77.61236617,0
,163.1756558,-77.61383952,0
,163.2393374,-77.59144731,0
,163.181463,-77.61930228,0
,163.2819923,-77.60311304,0
,163.0746241,-77.6009373,0
,163.2470212,-77.6028827,0
,163.2536199,-77.62633709,0
,163.1155562,-77.59529197,0
,163.3105846,-77.61477405,0
,163.0380399,-77.63719489,0
,163.1709622,-77.60773377,0
,163.1588175,-77.62240472,0
,163.269189,-77.61559932,0
,163.1073912,-77.6062049,0
,163.1347565,-77.64804708,0
,163.0687022,-77.6015879,0
,163.300383,-77.59800596,0
,163.2416926,-77.59199489,0
,163.0589424,-77.6266926,0
,163.0865959,-77.63165127,0
,163.0931137,-77.64619732,0
,163.057096,-77.61754685,0
,163.2176506,-77.59732333,0
,163.1140233,-77.59464215,0
,163.2633482,-77.6286694,0
,162.9651031,-77.61142563,0
,163.188927,-77.62552966,0
,163.0797706,-77.63008897,0
,163.1606126,-77.61554158,0
,163.2372349,-77.60054682,0
,163.0758386,-77.62454268,0
,163.2323381,-77.60320242,0
,163.131617,-77.61330704,0
,163.1801406,-77.59449939,0
,163.0355673,-77.62394262,0
,163.1668527,-77.60635984,0
,163.078162,-77.59741609,0
,163.3135471,-77.61243184,0
,163.1103158,-77.62783237,0
,163.127689,-77.63732717,0
,163.313006,-77.62053263,0
,163.2176146,-77.58903848,0
,163.0980726,-77.634724,0
,163.2394328,-77.60463492,0
,163.2453517,-77.611156,0
,163.2708511,-77.61325463,0
,163.2120109,-77.61089982,0
,163.2529265,-77.6069118,0
